name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,has_D,haki.observation,haki.armament,haki.conqueror
Machvise,682.0,donquixotepirates,pirateofficer,northblue,Alive,440.0,,S,Ton-Ton Fruit,Paramecia,spidermiles;dressrosa,11000000.0,machvise,0.0,0.0,0.0,0.0
Macro,197.0,macropirates;sunpirates,pirate;captain;slavetrader,grandline,Alive,,,,,,fish-mandistrict,,macro,0.0,0.0,0.0,0.0
Macro,437.0,automata,colonel,,Alive,,,,,,,,macro,0.0,0.0,0.0,0.0
Madillo-Man,939.0,beastspirates,gifter,,Alive,,,,Armadillo Smile,Artificial Zoan,,,madillo-man,0.0,0.0,0.0,0.0
Mag,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,mag,0.0,0.0,0.0,0.0
Magellan,528.0,impeldown,vicewarden;chiefwarden,grandline,Alive,491.0,,X,Venom-Venom Fruit,Paramecia[5],,,magellan,0.0,0.0,0.0,0.0
Magura,582.0,dadanfamily,bandit,,Alive,,,,,,mt.colubo,,magura,0.0,0.0,0.0,0.0
Maha,929.0,cp0,cipherpolagent,,Unknown,,,,,,,,maha,0.0,0.0,0.0,0.0
Maidy,215.0,nefertarifamily,lady'smaid,,Alive,,,,,,alubarna;arabasta,,maidy,0.0,0.0,0.0,0.0
Makino,1.0,partysbar,barowner;bartender,eastblue,Alive,166.0,,S,,,fooshavillage,,makino,0.0,0.0,0.0,0.0
Makko,216.0,marines;blackcagecorps,marineensign,,Alive,,,,,,,1000000.0,makko,0.0,0.0,0.0,0.0
Mamboshi,609.0,neptunefamily,princeoftheryugukingdom,grandline,Alive,473.0,,S,,,ryugupalace,,mamboshi,0.0,0.0,0.0,0.0
Mameemee,79.0,worldgovernmentorphanage,housemother,eastblue,Alive,,,,,,cocoyasivillage,,mameemee,0.0,0.0,0.0,0.0
Mancherie,717.0,tontattakingdom,princess,grandline,Alive,20.0,,X,Heal-Heal Fruit,Paramecia,,,mancherie,0.0,0.0,0.0,0.0
Mani,223.0,bellamypirates,combatant,,Unknown,,,,,,,,mani,0.0,0.0,0.0,0.0
Manjaro,598.0,fakestrawhatcrew,pirate,eastblue,Alive,202.0,,S,,,,,manjaro,0.0,0.0,0.0,0.0
Marco,234.0,whitebeardpirates;ninja-pirate-mink-samuraialliance,1stdivisioncommander;doctor;apprentice,grandline,Alive,203.0,,X,"Tweet-Tweet Fruit, Phoenix ModelBird-Bird Fruit, Model: Phoenix[10]",Mythical Zoan,sphinx,1374000000.0,marco,0.0,1.0,1.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,1.0
Margarita,483.0,neutralcivilian,maid,,Alive,,,,,,,,margarita,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0
"Marguerite ,Margaret",514.0,kuja;kujapirates,warrior;pirate,calmbelt,Alive,178.0,,F,,,amazonlily,,"marguerite,margaret",0.0,0.0,0.0,0.0
Maria Napole,649.0,fish-manisland,singer,grandline,Alive,,,,,,ryugukingdom,,marianapole,0.0,0.0,0.0,0.0
Marianne,117.0,newspiderscafe;baroqueworks,cafeemployee;officeragent,northblue,Alive,145.0,,XF,,,,29000000.0,marianne,0.0,0.0,0.0,0.0
Maria Onion Bear,133.0,,housewife,grandline,Alive,,,,,,bighorn,,mariaonionbear,0.0,0.0,0.0,0.0
Marie,499.0,saintcharlos;judy,slave;nurse,grandline,Alive,,,,,,marygeoise;sabaodyarchipelago,,marie,0.0,0.0,0.0,0.0
Marilyn,300.0,neutralcivilian,missskypiea,,Alive,,,,,,,,marilyn,0.0,0.0,0.0,0.0
Marin,500.0,,slave,grandline,Alive,,,,,,sabaodyarchipelago,,marin,0.0,0.0,0.0,0.0
Mario,701.0,,,,Alive,,,,,,,,mario,0.0,0.0,0.0,0.0
Marmieta,436.0,,,,Alive,,,,,,pucci,,marmieta,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Marshall D. Teech,223.0,blackbeardpirates;fouremperors;clanofd.;sevenwarlordsofthesea;whitebeardpirates2nddivision,pirate;admiral;emperor;apprentice;warlordofthesea,grandline,Alive,344.0,,F,Tremor-Tremor Fruit,Paramecia,hachinosu,0.0,marshalld.teech,1.0,0.0,0.0,0.0
Mash,204.0,seafloor,holderofthetakoyakirecipeandsauce,,Unknown,,,,,,,,mash,0.0,0.0,0.0,0.0
Mashikaku,98.0,marines;loguetownmarinebase,marinechiefpettyofficer,eastblue,Alive,,,,,,loguetown,100000.0,mashikaku,0.0,0.0,0.0,0.0
Masira,219.0,saruyamaalliance,pirate;boss,northblue,Alive,345.0,,F,,,jaya,,masira,0.0,0.0,0.0,0.0
Masked Deuce,552.0,spadepirates;whitebeardpirates,journalist;pirate;doctor;explorer,,Alive,,,,,,,,maskeddeuce,0.0,0.0,0.0,0.0
Mato,1076.0,,bartender,,Alive,,,,,,elbaph,,mato,0.0,0.0,0.0,0.0
Matsu Ipponmatsu,97.0,loguetownarmsshop,armsshopproprietor,eastblue,Alive,157.0,,X,,,loguetown,,matsuipponmatsu,0.0,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,mattryoshesses,0.0,0.0,0.0,0.0
Max Marx,966.0,rogerpirates,pirate,,Unknown,,,,,,,,maxmarx,0.0,0.0,0.0,0.0
Maynard,705.0,marines,viceadmiral,,Alive,,,,,,,,maynard,0.0,0.0,0.0,0.0
Mayushka,269.0,shandia,shandiawarrior,,Alive,,,,,,,,mayushka,0.0,0.0,0.0,0.0
McGuy,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,mcguy,0.0,0.0,0.0,0.0
McKinley,241.0,whiteberets,lawenforcementofficial,,Alive,,,,,,,,mckinley,0.0,0.0,0.0,0.0
McTreenald,445.0,thrillerbarkpirates,wildzombie,,Deceased,,,,,,,,mctreenald,0.0,0.0,0.0,0.0
Meadows,706.0,corridacolosseum,gladiator,,Alive,,,,,,,,meadows,0.0,0.0,0.0,0.0
Mecha-Shark,1061.0,vegapunk,,,Unknown,,,,,,egghead,,mecha-shark,0.0,0.0,0.0,0.0
Megalo,605.0,ryugukingdom,shirahoshi'spet,,Alive,,,,,,,,megalo,0.0,0.0,0.0,0.0
Mello,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,mello,0.0,0.0,0.0,0.0
Merry,24.0,kaya,butler,eastblue,Alive,,,,,,syrupvillage,,merry,0.0,0.0,0.0,0.0
MichaelHoichael,432.0,aunt≠,elementaryschoolstudents,,Alive,,,,,,water7,,michaelhoichael,0.0,0.0,0.0,0.0
MichaelHoichael,432.0,aunt≠,elementaryschoolstudents,,Alive,,,,,,water7,,michaelhoichael,0.0,0.0,0.0,0.0
Mihal,552.0,spadepirates;whitebeardpirates,teacher;pirateofficer;sniper,,Alive,,,,,,,,mihal,0.0,0.0,0.0,0.0
Mikazuki,323.0,bighelmetpirates,piratecaptain,,Alive,,,,,,,,mikazuki,0.0,0.0,0.0,0.0
Mikio Itoo,1.0,,,eastblue,Alive,,,,,,,,mikioitoo,0.0,0.0,0.0,0.0
Mikita,110.0,newspiderscafe;baroqueworks,cafepâtissier;officeragent,westblue,Alive,177.0,,XF,Kilo-Kilo Fruit,Paramecia,,7500000.0,mikita,0.0,0.0,0.0,0.0
Milky,807.0,mokomodukedom;guardians;ninja-pirate-mink-samuraialliance,guardian,,Alive,,,,,,zou,,milky,0.0,0.0,0.0,0.0
Mille Pine,966.0,rogerpirates,pirate,,Unknown,,,,,,,,millepine,0.0,0.0,0.0,0.0
Milo,717.0,,,,Alive,,,,,,,,milo,0.0,0.0,0.0,0.0
Minatomo,,easteregg,carpenter,,Alive,,,,,,,,minatomo,0.0,0.0,0.0,0.0
Minatomo,909.0,,carpenter,,Alive,,,,,,wanocountry,,minatomo,0.0,0.0,0.0,0.0
Minister of the Left,612.0,ryugukingdom,ministerofryugukingdom,grandline,Alive,435.0,,X,,,,,ministeroftheleft,0.0,0.0,0.0,0.0
Minister of the Right,612.0,ryugukingdom,ministerofryugukingdom,grandline,Alive,313.0,,XF,,,,,ministeroftheright,0.0,0.0,0.0,0.0
Minochihuahua,662.0,impeldown,jailerbeast,,Alive,,,,,,,,minochihuahua,0.0,0.0,0.0,0.0
Minokoala,531.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,minokoala,0.0,0.0,0.0,0.0
Minorhinoceros,532.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,minorhinoceros,0.0,0.0,0.0,0.0
Minoruba,498.0,sabaodyarchipelago,bountyhunter,,Alive,,,,,,,,minoruba,0.0,0.0,0.0,0.0
Minotaur,525.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,minotaur,0.0,0.0,0.0,0.0
Minozebra,533.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,minozebra,0.0,0.0,0.0,0.0
Misery,1039.0,bigmompirates,livingweapon;servant,,Unknown,,,,,,,,misery,0.0,0.0,0.0,0.0
Miss Katherina,106.0,baroqueworks,bountyhunter,eastblue,Alive,,,,,,cactusisland,,misskatherina,0.0,0.0,0.0,0.0
Miyagi,807.0,mokomodukedom;ninja-pirate-mink-samuraialliance,doctor,,Alive,,,,,,zou,,miyagi,0.0,0.0,0.0,0.0
Mizerka,978.0,,shinuchi,,Alive,,,,Gorilla Smile,Artificial Zoan,,,mizerka,0.0,0.0,0.0,0.0
Mizuira,391.0,ohara,civilian,,Deceased,,,,,,,,mizuira,0.0,0.0,0.0,0.0
Mizuuta Madaisky,487.0,rumbarpirates,pirate,,Deceased,,,,,,,,mizuutamadaisky,0.0,0.0,0.0,0.0
Mizuuta Mawaritosky,488.0,rumbarpirates,pirate,,Deceased,,,,,,,,mizuutamawaritosky,0.0,0.0,0.0,0.0
Mjure,223.0,bellamypirates,doctor,,Unknown,,,,,,,,mjure,0.0,0.0,0.0,0.0
Moai,1040.0,kidpirates,pirate,,Unknown,,,,,,,,moai,0.0,0.0,0.0,0.0
Mocha,657.0,,,grandline,Alive,692.0,,S,,,,,mocha,0.0,0.0,0.0,0.0
Mochi,274.0,angelisland,child,,Alive,,,,,,,,mochi,0.0,0.0,0.0,0.0
Moda,278.0,revolutionaryarmy;g-2base,farmer,,Alive,,,,,,lulusiakingdom,,moda,0.0,0.0,0.0,0.0
Mohji,9.0,crossguild;buggy'sdelivery;buggyandalvidaalliance;buggypirates,pirate;firstmate,eastblue,Alive,197.0,,S,,,karaibariisland,,mohji,0.0,0.0,0.0,0.0
Momonga,420.0,marinesg-1branch,viceadmiral;basecommanderofg-1,grandline,Alive,251.0,,F,,,g-1,,momonga,0.0,1.0,1.0,0.0
Momoo,73.0,arlongpirates;cariboupirates;fakestrawhatcrew,arlongpirates'pet;cariboupirates'steed,grandline,Alive,36.0,,S,,,,,momoo,0.0,0.0,0.0,0.0
Mon-ji,807.0,mokomodukedom,,,Alive,,,,,,zou,,mon-ji,0.0,0.0,0.0,0.0
Monda,306.0,foxypirates,pet,,Alive,,,,,,,,monda,0.0,0.0,0.0,0.0
Monet,657.0,caesarclown;donquixotepirates,caesar'ssecretary;doflamingo'sspy;pirateofficer,northblue,Deceased,227.0,,X,Snow-Snow Fruit,Logia,punkhazard;dressrosa,,monet,0.0,0.0,0.0,0.0
Moneypenny,398.0,,farmer,,Alive,,,,,,,,moneypenny,0.0,0.0,0.0,0.0
Monkey D. Dragon,100.0,revolutionaryarmy;clanofd.;freedomfighters;marines,supremecommanderoftherevolutionaryarmy;formercaptainofthefreedomfighters,eastblue,Alive,256.0,,F,,,baltigodawnislandmomoiroisland,,monkeyd.dragon,1.0,0.0,0.0,0.0
Monkey D. Garp,92.0,marines;clanofd.,viceadmiral;instructor,eastblue,Alive,287.0,,F,,,fooshavillage,,monkeyd.garp,1.0,1.0,1.0,1.0
Monkey D. Luffy,1.0,strawhatpirates;strawhatgrandfleet;fouremperors;clanofd.;dadanfamily;baratie;impeldown;ninja-pirate-mink-samuraialliance,piratecaptain;emperor;seniorcaptainofthegrandfleet;prisoner;choreboy;bandit,eastblue,Alive,91.0,,F,Gum-Gum Fruit,Paramecia[24](Mythical Zoan)[25],fooshavillage;mt.colubo;rusukaina,30000000.0,monkeyd.luffy,1.0,1.0,1.0,1.0
Monster,1.0,redhairpirates,pirate;seniorofficer;musician,eastblue,Alive,,,,,,,,monster,0.0,0.0,0.0,0.0
"Mont Blanc Cricket ,Montblanc Cricket ,Monbran Cricket ,Mombran Cricket",227.0,saruyamaalliance;hisoriginalcrew,pirate;captain,northblue,Alive,242.0,,S,,,lvneeljaya,25000000.0,"montblanccricket,montblanccricket,monbrancricket,mombrancricket",0.0,0.0,0.0,0.0
Mont Blanc Noland,286.0,lvneelkingdom,explorer;botanist;admiral,northblue,Deceased,220.0,,S,,,,,montblancnoland,0.0,0.0,0.0,0.0
Moocy,706.0,corridacolosseum,gladiator,,Alive,,,,,,,,moocy,0.0,0.0,0.0,0.0
Moody,43.0,,,eastblue,Alive,,,,,,,,moody,0.0,0.0,0.0,0.0
Moon Isaac Jr.,966.0,rogerpirates,pirate,,Unknown,,,,,,,,moonisaacjr.,0.0,0.0,0.0,0.0
Morgan,4.0,marines,marinecaptain;marinelieutenantcommander;marinechiefpettyofficer,,Alive,285.0,,XF,,,shellstown,,morgan,0.0,0.0,0.0,0.0
Morgans,860.0,worldeconomynewspaper;underworld,worldeconomynewspaperpresident;emperoroftheunderworld,grandline,Alive,305.0,,XF,"Tweet-Tweet Fruit, Albatross ModelBird-Bird Fruit, Model: Albatross[6]",Zoan,,,morgans,0.0,0.0,0.0,0.0
Morley,904.0,revolutionaryarmy,westarmycommanderoftherevolutionaryarmy;pirate;prisonerofimpeldown,westblue,Alive,1253.0,,F,Push-Push Fruit,Paramecia,baltigo;momoiroisland,293000000.0,morley,0.0,1.0,1.0,0.0
Mornin,23.0,,mayor,eastblue,Alive,,,,,,syrupvillage,,mornin,0.0,0.0,0.0,0.0
Morollon,905.0,,queenofthetajinekingdom,,Alive,,,,,,tajinekingdom,,morollon,0.0,0.0,0.0,0.0
Mosh,1038.0,kidpirates,pirate,,Unknown,,,,,,,,mosh,0.0,0.0,0.0,0.0
Motobaro,494.0,rosyliferiders,duval'spet,grandline,Alive,,,,,,,,motobaro,0.0,0.0,0.0,0.0
"Mouji, Mousey",755.0,tontattakingdom;tontattapirates;strawhatgrandfleet,aidetoprincessmansherry;pirate,,Alive,,,,,,,,"mouji,mousey",0.0,0.0,0.0,0.0
Mounbleten,598.0,fakestrawhatcrew,pirate,eastblue,Unknown,294.0,,XF,,,,,mounbleten,0.0,0.0,0.0,0.0
Mountain God,960.0,kouzukifamily,retainer,,Unknown,,,,,,wanocountry,,mountaingod,0.0,0.0,0.0,0.0
Mountain Ricky,313.0,foxypirates,pirate,,Alive,,,,,,,,mountainricky,0.0,0.0,0.0,0.0
Mouse-Man,915.0,beastspirates,gifter,,Alive,,,,Mouse Smile,Artificial Zoan,bakuratown;kuri;wanocountry,,mouse-man,0.0,0.0,0.0,0.0
Moyle,272.0,divinesquad,memberofthedivinesquad;slave,,Unknown,,,,,,upperyard;angelisland,,moyle,0.0,0.0,0.0,0.0
Mozambia,234.0,marines,viceadmiral,,Alive,,,,,,,,mozambia,0.0,0.0,0.0,0.0
Mozu and Kiwi,329.0,frankyfamily,bartenders;dismantlers;bountyhunters,grandline,Alive,187.0,,F,,,water7,,mozuandkiwi,0.0,0.0,0.0,0.0
Mozu and Kiwi,329.0,frankyfamily,bartenders;dismantlers;bountyhunters,grandline,Alive,187.0,,F,,,water7,,mozuandkiwi,0.0,0.0,0.0,0.0
Mr. 10,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.10,0.0,0.0,0.0,0.0
Mr. 11,128.0,baroqueworks,frontieragent,grandline,Deceased,,,,,,,,mr.11,0.0,0.0,0.0,0.0
Mr. 12,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.12,0.0,0.0,0.0,0.0
Mr. 13,105.0,baroqueworks,assassin,grandline,Alive,,,,,,,,mr.13,0.0,0.0,0.0,0.0
Mr. 3/Galdino,117.0,crossguild;buggy'sdelivery;buggyandalvidaalliance;baroqueworks,pirate;officeragent;prisonerofthegreatprison,southblue,Alive,179.0,,F,Wax-Wax Fruit,Paramecia,karaibariisland,24000000.0,mr.3/galdino,0.0,0.0,0.0,0.0
Mr. 6,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,mr.6,0.0,0.0,0.0,0.0
Mr. 7,190.0,baroqueworks,frontieragent,,Deceased,,,,,,,,mr.7,0.0,0.0,0.0,0.0
Mr. 7,205.0,baroqueworks,frontieragent;sniper,,Alive,,,,,,,,mr.7,0.0,0.0,0.0,0.0
Mr. 9,103.0,baroqueworks,frontieragent;bountyhunter,grandline,Alive,,,,,,,,mr.9,0.0,0.0,0.0,0.0
Mr. Beans,106.0,baroqueworks,bountyhunter,grandline,Alive,,,,,,cactusisland,,mr.beans,0.0,0.0,0.0,0.0
Mr. Love,206.0,baroqueworks;rebelarmy,,,Alive,,,,,,,,mr.love,0.0,0.0,0.0,0.0
Mr. Melow,159.0,baroqueworks,bountyhunter,,Alive,,,,,,,,mr.melow,0.0,0.0,0.0,0.0
Mr. Momora,966.0,rogerpirates,pirate,,Unknown,,,,,,,,mr.momora,0.0,0.0,0.0,0.0
Mr. Motzel,43.0,,,eastblue,Alive,,,,,,,,mr.motzel,0.0,0.0,0.0,0.0
Mr. Shimizu,107.0,baroqueworks,bountyhunter,grandline,Alive,,,,,,cactusisland,,mr.shimizu,0.0,0.0,0.0,0.0
Mrs. Chicken,1.0,,fishmonger,eastblue,Alive,,,,,,fooshavillage,,mrs.chicken,0.0,0.0,0.0,0.0
Ms. Father's Day Miss Father's Day,205.0,baroqueworks,frontieragent;sniper,,Alive,,,,,,,,ms.father'sdaymissfather'sday,0.0,0.0,0.0,0.0
Ms. Friday Miss Friday,105.0,baroqueworks,assassin,grandline,Alive,,,,,,,,ms.fridaymissfriday,0.0,0.0,0.0,0.0
Ms. MondayMiss Monday,107.0,baroqueworks,frontieragent;bountyhunter,grandline,Alive,,,,,,,,ms.mondaymissmonday,0.0,0.0,0.0,0.0
Ms. Mother's Day,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.mother'sday,0.0,0.0,0.0,0.0
Ms. Saturday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.saturday,0.0,0.0,0.0,0.0
Ms. Thursday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.thursday,0.0,0.0,0.0,0.0
Ms. Tuesday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,ms.tuesday,0.0,0.0,0.0,0.0
Muegren,966.0,rogerpirates,pirate,,Unknown,,,,,,,,muegren,0.0,0.0,0.0,0.0
Muginn,1128.0,,,,Alive,,,,,,landofgods,,muginn,0.0,0.0,0.0,0.0
Mummy,706.0,,sorcerer,,Alive,,,,,,,,mummy,0.0,0.0,0.0,0.0
Mushroom,536.0,buggypirates,pirate,,Alive,,,,,,,100000000.0,mushroom,0.0,0.0,0.0,0.0
Musse,287.0,shandia,shandiavillager,,Deceased,,,,,,,,musse,0.0,0.0,0.0,0.0
Nako,77.0,,doctor,eastblue,Alive,,,,,,cocoyasivillage,,nako,0.0,0.0,0.0,0.0
Nami,8.0,strawhatpirates;strawhatgrandfleet;arlongpirates;ganzackpirates;goldenlionpirates;ninja-pirate-mink-samuraialliance,navigator;seniorofficer;thief;pirateofficer;kunoichi,eastblue,Alive,169.0,,X,,,oykotkingdomcocoyasivillage;weatheria,16000000.0,nami,0.0,0.0,0.0,0.0
Namule,552.0,whitebeardpirates,8thdivisioncommander;pirate,grandline,Alive,,,,,,,,namule,0.0,0.0,0.0,0.0
Nangi,988.0,beastspirates,,,Alive,,,,,,onigashima,,nangi,0.0,0.0,0.0,0.0
Napoleon,651.0,bigmompirates;rockspirates,,grandline,Unknown,848.0,,,,,wholecakeisland,,napoleon,0.0,0.0,0.0,0.0
Nash,899.0,newgiantwarriorpirates,goldberg'sshield,,Alive,,,,,,,,nash,0.0,0.0,0.0,0.0
Natto,164.0,sand-sandclan,,,Alive,,,,,,arabastakingdom,,natto,0.0,0.0,0.0,0.0
Nay Mingheim,,marines,viceadmiral,,Alive,,,,,,,,naymingheim,0.0,0.0,0.0,0.0
Needa Hand,785.0,,doctor,,Alive,,,,,,,,needahand,0.0,0.0,0.0,0.0
Needle God,1127.0,,,,Alive,,,,,,landofgods,,needlegod,0.0,0.0,0.0,0.0
Nefeltari Cobra,142.0,arabastakingdom;clanofd.,kingofarabasta,grandline,Deceased,182.0,,F,,,alubarna;arabasta,,nefeltaricobra,1.0,0.0,0.0,0.0
Nefeltari D. Lily,1084.0,arabastakingdom;nefertarifamily;worldgovernment;clanofd.,queenofarabasta,grandline,Deceased,,,,,,arabastakingdom,,nefeltarid.lily,1.0,0.0,0.0,0.0
Nefeltari Titi,215.0,arabastakingdom,queen,,Deceased,,,,,,,,nefeltarititi,0.0,0.0,0.0,0.0
Nefeltari Vivi,103.0,arabastakingdom;strawhatpirates;baroqueworks;clanofd.;sand-sandclan,princessofarabasta;pirate;bountyhunter;frontieragent;sand-sandclanvice-leader,grandline,Alive,169.0,,F,,,arabastakingdom,,nefeltarivivi,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Nekozaemon,806.0,,,,Deceased,,,,,,,,nekozaemon,0.0,0.0,0.0,0.0
Neptune,611.0,neptunefamily;ryugukingdom,captainoftheroyalguard;kingoftheryugukingdom,grandline,Alive,1220.0,,X,,,,,neptune,0.0,0.0,0.0,0.0
Nerine,514.0,kuja,kujawarrior,calmbelt,Alive,,,,,,amazonlily,,nerine,0.0,0.0,0.0,0.0
Nero,367.0,cp9,cipherpolagent,westblue,Unknown,202.0,,X,,,,,nero,0.0,0.0,0.0,0.0
Nezumi,69.0,marines;marine16thbranch,marinecaptain,eastblue,Alive,182.0,,XF,,,16thbranch,,nezumi,0.0,0.0,0.0,0.0
Nico Olvia,392.0,oharaarchaeologists,archaeologist,westblue,Deceased,186.0,,S,,,,79000000.0,nicoolvia,0.0,0.0,0.0,0.0
Nico Robin,114.0,strawhatpirates;strawhatgrandfleet;baroqueworks;foxypirates;oharaarchaeologists;revolutionaryarmy;ninja-pirate-mink-samuraialliance,archaeologist;seniorofficer;geisha;assassin;baroqueworksvicepresident;raindinnersmanager;revolutionary;slave,westblue,Alive,188.0,,S,Hana-Hana Fruit,Paramecia,ohara;arabasta;baltigo,79000000.0,nicorobin,0.0,0.0,0.0,0.0
Nika,1018.0,,,,Unknown,,,,,,,,nika,0.0,0.0,0.0,0.0
Ninth,558.0,allyofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,ninth,0.0,0.0,0.0,0.0
Nitro,651.0,bigmompirates;cacaoisland,,,Alive,,,,,,,,nitro,0.0,0.0,0.0,0.0
Nojiko,70.0,,mikanfarmer,eastblue,Alive,170.0,,S,,,cocoyasivillage;oykotkingdom,,nojiko,0.0,0.0,0.0,0.0
Nola,255.0,shandia;wagomuland,,,Alive,,40.0,,,,,,nola,0.0,0.0,0.0,0.0
Notta Magician,536.0,impeldown,doctor,,Alive,,,,,,,,nottamagician,0.0,0.0,0.0,0.0
Nubon,711.0,tontattakingdom;tontacorps;strawhatgrandfleet,pirate,,Alive,,,,,,,,nubon,0.0,0.0,0.0,0.0
Nure-Onna,998.0,beastspirates,gifter,,Alive,,,,Hognose Snake Smile,Artificial Zoan,,,nure-onna,0.0,0.0,0.0,0.0
Oars,456.0,thrillerbarkpirates,specialzombie;leaderofclanofevilgiants,northblue,Deceased,67.0,102.0,F,,,,,oars,0.0,0.0,0.0,0.0
Ocho,952.0,ninja-pirate-mink-samuraialliance,yakuzaboss;prisoner;samurai,,Alive,,,,,,,,ocho,0.0,0.0,0.0,0.0
Octopako,203.0,,,grandline,Alive,,,,,,gyoverlyhills,,octopako,0.0,0.0,0.0,0.0
Ohm,241.0,god'sarmy,priestofenel,skyislands,Unknown,189.0,,XF,,,,,ohm,0.0,1.0,0.0,0.0
Ohmasa,952.0,ninja-pirate-mink-samuraialliance,yakuzaboss;prisoner;samurai,,Alive,,,,,,,,ohmasa,0.0,0.0,0.0,0.0
Oimo,377.0,worldgovernment;giantwarriorpirates,pirate;gateguardian,grandline,Alive,1600.0,,F,,,elbaphenieslobbywater7,,oimo,0.0,0.0,0.0,0.0
Oinkchuck,446.0,thrillerbarkpirates,surprisezombieboss,,Deceased,,,,,,,,oinkchuck,0.0,0.0,0.0,0.0
Okame,163.0,sand-sandclan;rebelarmy,rebel,,Alive,,,,,,arabastakingdom,,okame,0.0,0.0,0.0,0.0
Olav,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,olav,0.0,0.0,0.0,0.0
Oliva,,whitebeardpirates,bossofportchibaraltaisland,,Alive,,,,,,portchibaraltaisland,,oliva,0.0,0.0,0.0,0.0
Olombus,704.0,yontamariagrandfleet;strawhatgrandfleet;standingkingdom,captainoftheseventhshipofthestrawhatgrandfleet;pirate;admiral;adventurer,grandline,Alive,480.0,,X,,,,1.4800000098e+16,olombus,0.0,0.0,0.0,0.0
Onigumo,420.0,marines,viceadmiral,,Alive,,,,,,,,onigumo,0.0,0.0,0.0,0.0
Onimaru,936.0,shimotsukifamily;kouzukifamily,warriormonk;highwayrobber;pet,,Alive,428.0,,X,,Mythical Zoan,wanocountry,,onimaru,0.0,0.0,0.0,0.0
OnionTamanegi,23.0,usopppirates,pretendpirate,eastblue,Alive,124.0,,S,,,syrupvillage,,oniontamanegi,0.0,0.0,0.0,0.0
Ook-Ook,743.0,,,,Alive,,,,,,dressrosa,,ook-ook,0.0,0.0,0.0,0.0
Ooklicia,877.0,nihonavy,,,Alive,,,,,,,,ooklicia,0.0,0.0,0.0,0.0
Oran,391.0,,,,Deceased,,,,,,,,oran,0.0,0.0,0.0,0.0
Osaki,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,osaki,0.0,0.0,0.0,0.0
Osome,1031.0,,geisha,,Alive,,,,,,,,osome,0.0,0.0,0.0,0.0
Ossamond,552.0,spadepirates,pirate,,Alive,,,,,,,,ossamond,0.0,0.0,0.0,0.0
Otohime,621.0,neptunefamily;ryugukingdom,queenoftheryugukingdom,grandline,Deceased,224.0,,S,,,,,otohime,0.0,1.0,0.0,0.0
Outlook III,585.0,goakingdom,noble,,Alive,,,,,,,,outlookiii,0.0,0.0,0.0,0.0
Pacifista,,marines,cyborgs;humanweapons,,,,,,,,,,pacifista,0.0,0.0,0.0,0.0
Pacifista,,marines,cyborgs;humanweapons,,,,,,,,,,pacifista,0.0,0.0,0.0,0.0
Pacifista,,marines,cyborgs;humanweapons,,,,,,,,,,pacifista,0.0,0.0,0.0,0.0
Pacifista,,marines,cyborgs;humanweapons,,,,,,,,,,pacifista,0.0,0.0,0.0,0.0
Pagaya,239.0,,engineer,grandline,Alive,179.0,,F,,,,,pagaya,0.0,0.0,0.0,0.0
Page One,929.0,beastspirates,shinuchi,grandline,Alive,171.0,,X,"Dragon-Dragon Fruit, Model: Spinosaurus",Ancient Zoan,wanocountry,290000000.0,pageone,0.0,1.0,1.0,0.0
