name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,has_D,key,haki.observation,haki.armament,haki.conqueror
Lao G,682.0,donquixotepirates,pirateofficer,northblue,Alive,157.0,,F,,,spidermiles;dressrosa,61000000.0,0.0,laog,0.0,0.0,0.0
Lasky,392.0,cp9,cipherpolagent,,Unknown,,,,,,,,0.0,lasky,0.0,0.0,0.0
Lassoo,160.0,newspiderscafe;baroqueworks,cafemascot;pet,,Alive,,,,"Mutt-Mutt Fruit, Dachshund Type",Zoan,,,0.0,lassoo,0.0,0.0,0.0
Lemoncheese,906.0,levely,queen,,Alive,,,,,,bestlandkingdom,,0.0,lemoncheese,0.0,0.0,0.0
Leo,710.0,tontattakingdom;strawhatgrandfleet,captainofthefifthshipofthestrawhatgrandfleet;captainofthetontattapirates;,grandline,Alive,23.0,,S,Stitch-Stitch Power,Paramecia,,,0.0,leo,0.0,0.0,0.0
Leonero,552.0,spadepirates,pirate,,Alive,,,,,,,,0.0,leonero,0.0,0.0,0.0
Lilith,1061.0,marines,,grandline,Alive,204.0,,S,,,egghead,,0.0,lilith,0.0,0.0,0.0
Lily,223.0,bellamypirates,,,Unknown,,,,,,,,0.0,lily,0.0,0.0,0.0
Lime Juice;Limejuice,1.0,redhairpirates,pirate;seniorofficer,,Alive,,,,,,,,0.0,limejuice;limejuice,0.0,0.0,0.0
Linaria,1079.0,nightbutterflypirates;redhairpirates,piratecaptain,,Alive,,,,,,,,0.0,linaria,0.0,0.0,0.0
Lindbergh,904.0,revolutionaryarmy,southarmycommanderoftherevolutionaryarmy,,Alive,149.0,,F,,,baltigo;momoiroisland,316000000.0,0.0,lindbergh,1.0,1.0,0.0
Lines,44.0,,marineseamanfirstclass,eastblue,Alive,,,,,,,100000.0,0.0,lines,0.0,0.0,0.0
Lint,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,0.0,lint,0.0,0.0,0.0
Lip Doughty,600.0,fakestrawhatcrew;hisowncrew,pirate;captain,,Alive,,,,,,,88000000.0,0.0,lipdoughty,0.0,0.0,0.0
Little Oars Jr.,554.0,littlepirates;subordinateofthewhitebeardpirates,pirate;captain,grandline,Unknown,60.0,,F,,,,550000000.0,0.0,littleoarsjr.,0.0,0.0,0.0
"Logbook ; Log, Voyage Journal",,,,,,,,,,,,,0.0,"logbook;log,voyagejournal",0.0,0.0,0.0
Loki,1130.0,,prince,grandline,Alive,,,,,,,2600000000.0,0.0,loki,0.0,0.0,0.0
Loki Clownin,536.0,,impeldownguard,,Alive,,,,,,,,0.0,lokiclownin,0.0,0.0,0.0
Lola,451.0,thrillerbarkpirates,generalzombie,,Deceased,,,,,,,,0.0,lola,0.0,0.0,0.0
Lonz,550.0,marines;giantsquad,viceadmiral,,Alive,,,,,,,,0.0,lonz,0.0,0.0,0.0
Louis Arnote ;Louis Arnot,115.0,,explorer,grandline,Unknown,,,,,,,,0.0,louisarnote;louisarnot,0.0,0.0,0.0
Lowwing,967.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,lowwing,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0
Lucky Roux;Lucky Roo,1.0,redhairpirates,pirate;seniorofficer;cook,southblue,Alive,241.0,,F,,,,,0.0,luckyroux;luckyroo,0.0,0.0,0.0
Lulis,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,0.0,lulis,0.0,0.0,0.0
Lun ;Run,679.0,caesarclown,pirate,,Alive,,,,,,,,0.0,lun;run,0.0,0.0,0.0
Machvise ;Mach Vise,682.0,donquixotepirates,pirateofficer,northblue,Alive,440.0,,S,Ton-Ton Fruit,Paramecia,spidermiles;dressrosa,11000000.0,0.0,machvise;machvise,0.0,0.0,0.0
Macro,197.0,macropirates;sunpirates,pirate;captain;slavetrader,grandline,Alive,,,,,,fish-mandistrict,,0.0,macro,0.0,0.0,0.0
Macro,437.0,automata,colonel,,Alive,,,,,,,,0.0,macro,0.0,0.0,0.0
Madillo-Man,939.0,beastspirates,gifter,,Alive,,,,Armadillo Smile,Artificial Zoan,,,0.0,madillo-man,0.0,0.0,0.0
Mag,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,0.0,mag,0.0,0.0,0.0
Magellan,528.0,impeldown,vicewarden;chiefwarden,grandline,Alive,491.0,,X,Venom-Venom Fruit,Paramecia[5],,,0.0,magellan,0.0,0.0,0.0
Magura ;Magra,582.0,dadanfamily,bandit,,Alive,,,,,,mt.colubo,,0.0,magura;magra,0.0,0.0,0.0
Maha,929.0,cp0,cipherpolagent,,Unknown,,,,,,,,0.0,maha,0.0,0.0,0.0
Maidy,215.0,nefertarifamily,lady'smaid,,Alive,,,,,,alubarna;arabasta,,0.0,maidy,0.0,0.0,0.0
Makino,1.0,partysbar,barowner;bartender,eastblue,Alive,166.0,,S,,,fooshavillage,,0.0,makino,0.0,0.0,0.0
Makko,216.0,marines;blackcagecorps,marineensign,,Alive,,,,,,,1000000.0,0.0,makko,0.0,0.0,0.0
Mamboshi;Manboshi,609.0,neptunefamily,princeoftheryugukingdom,grandline,Alive,473.0,,S,,,ryugupalace,,0.0,mamboshi;manboshi,0.0,0.0,0.0
Mameemee,79.0,worldgovernmentorphanage,housemother,eastblue,Alive,,,,,,cocoyasivillage,,0.0,mameemee,0.0,0.0,0.0
Mancherie; Mansherry,717.0,tontattakingdom,princess,grandline,Alive,20.0,,X,Heal-Heal Fruit,Paramecia,,,0.0,mancherie;mansherry,0.0,0.0,0.0
Mani,223.0,bellamypirates,combatant,,Unknown,,,,,,,,0.0,mani,0.0,0.0,0.0
Manjaro,598.0,fakestrawhatcrew,pirate,eastblue,Alive,202.0,,S,,,,,0.0,manjaro,0.0,0.0,0.0
Marco,234.0,whitebeardpirates;ninja-pirate-mink-samuraialliance,1stdivisioncommander;doctor;apprentice,grandline,Alive,203.0,,X,"Tweet-Tweet Fruit, Phoenix ModelBird-Bird Fruit, Model: Phoenix[10]",Mythical Zoan,sphinx,1374000000.0,0.0,marco,1.0,1.0,0.0
,,,,,,,,,,,,,,,1.0,0.0,1.0
Margarita,483.0,neutralcivilian,maid,,Alive,,,,,,,,0.0,margarita,0.0,0.0,0.0
,,,,,,,,,,,,,,,0.0,1.0,0.0
"Marguerite ,Margaret",514.0,kuja;kujapirates,warrior;pirate,calmbelt,Alive,178.0,,F,,,amazonlily,,0.0,"marguerite,margaret",0.0,0.0,0.0
Maria Napole,649.0,fish-manisland,singer,grandline,Alive,,,,,,ryugukingdom,,0.0,marianapole,0.0,0.0,0.0
Marianne,117.0,newspiderscafe;baroqueworks,cafeemployee;officeragent,northblue,Alive,145.0,,XF,,,,29000000.0,0.0,marianne,0.0,0.0,0.0
Maria Onion Bear ;Mrs. Negi Big Mama,133.0,,housewife,grandline,Alive,,,,,,bighorn,,0.0,mariaonionbear;mrs.negibigmama,0.0,0.0,0.0
Marie,499.0,saintcharlos;judy,slave;nurse,grandline,Alive,,,,,,marygeoise;sabaodyarchipelago,,0.0,marie,0.0,0.0,0.0
Marilyn,300.0,neutralcivilian,missskypiea,,Alive,,,,,,,,0.0,marilyn,0.0,0.0,0.0
Marin,500.0,,slave,grandline,Alive,,,,,,sabaodyarchipelago,,0.0,marin,0.0,0.0,0.0
Mario,701.0,,,,Alive,,,,,,,,0.0,mario,0.0,0.0,0.0
Marmieta,436.0,,,,Alive,,,,,,pucci,,0.0,marmieta,0.0,0.0,0.0
,,,,,,,,,,,,,,,1.0,1.0,0.0
Marshall D. Teech ;Marshall D. Teach,223.0,blackbeardpirates;fouremperors;clanofd.;sevenwarlordsofthesea;whitebeardpirates2nddivision,pirate;admiral;emperor;apprentice;warlordofthesea,grandline,Alive,344.0,,F,Tremor-Tremor Fruit,Paramecia,hachinosu,0.0,1.0,marshalld.teech;marshalld.teach,0.0,0.0,0.0
Mash,204.0,seafloor,holderofthetakoyakirecipeandsauce,,Unknown,,,,,,,,0.0,mash,0.0,0.0,0.0
Mashikaku,98.0,marines;loguetownmarinebase,marinechiefpettyofficer,eastblue,Alive,,,,,,loguetown,100000.0,0.0,mashikaku,0.0,0.0,0.0
Masira,219.0,saruyamaalliance,pirate;boss,northblue,Alive,345.0,,F,,,jaya,,0.0,masira,0.0,0.0,0.0
Masked Deuce,552.0,spadepirates;whitebeardpirates,journalist;pirate;doctor;explorer,,Alive,,,,,,,,0.0,maskeddeuce,0.0,0.0,0.0
Mato,1076.0,,bartender,,Alive,,,,,,elbaph,,0.0,mato,0.0,0.0,0.0
Matsu Ipponmatsu,97.0,loguetownarmsshop,armsshopproprietor,eastblue,Alive,157.0,,X,,,loguetown,,0.0,matsuipponmatsu,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,0.0,mattryoshesses,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,0.0,mattryoshesses,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,0.0,mattryoshesses,0.0,0.0,0.0
Mattryoshesses,905.0,,princessesoftheroshwankingdom,,Alive,,,,,,roshwankingdom,,0.0,mattryoshesses,0.0,0.0,0.0
Max Marx,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,maxmarx,0.0,0.0,0.0
Maynard,705.0,marines,viceadmiral,,Alive,,,,,,,,0.0,maynard,0.0,0.0,0.0
Mayushka,269.0,shandia,shandiawarrior,,Alive,,,,,,,,0.0,mayushka,0.0,0.0,0.0
McGuy,551.0,subordinateofthewhitebeardpirates,pirate;captain,,Alive,,,,,,,,0.0,mcguy,0.0,0.0,0.0
McKinley,241.0,whiteberets,lawenforcementofficial,,Alive,,,,,,,,0.0,mckinley,0.0,0.0,0.0
McTreenald,445.0,thrillerbarkpirates,wildzombie,,Deceased,,,,,,,,0.0,mctreenald,0.0,0.0,0.0
Meadows,706.0,corridacolosseum,gladiator,,Alive,,,,,,,,0.0,meadows,0.0,0.0,0.0
Mecha-Shark,1061.0,vegapunk,,,Unknown,,,,,,egghead,,0.0,mecha-shark,0.0,0.0,0.0
Megalo,605.0,ryugukingdom,shirahoshi'spet,,Alive,,,,,,,,0.0,megalo,0.0,0.0,0.0
Mello ; Mero,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,0.0,mello;mero,0.0,0.0,0.0
Merry,24.0,kaya,butler,eastblue,Alive,,,,,,syrupvillage,,0.0,merry,0.0,0.0,0.0
MichaelHoichael,432.0,aunt≠,elementaryschoolstudents,,Alive,,,,,,water7,,0.0,michaelhoichael,0.0,0.0,0.0
MichaelHoichael,432.0,aunt≠,elementaryschoolstudents,,Alive,,,,,,water7,,0.0,michaelhoichael,0.0,0.0,0.0
Mihal,552.0,spadepirates;whitebeardpirates,teacher;pirateofficer;sniper,,Alive,,,,,,,,0.0,mihal,0.0,0.0,0.0
Mikazuki,323.0,bighelmetpirates,piratecaptain,,Alive,,,,,,,,0.0,mikazuki,0.0,0.0,0.0
Mikio Itoo,1.0,,,eastblue,Alive,,,,,,,,0.0,mikioitoo,0.0,0.0,0.0
Mikita,110.0,newspiderscafe;baroqueworks,cafepâtissier;officeragent,westblue,Alive,177.0,,XF,Kilo-Kilo Fruit,Paramecia,,7500000.0,0.0,mikita,0.0,0.0,0.0
Milky,807.0,mokomodukedom;guardians;ninja-pirate-mink-samuraialliance,guardian,,Alive,,,,,,zou,,0.0,milky,0.0,0.0,0.0
Mille Pine,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,millepine,0.0,0.0,0.0
Milo,717.0,,,,Alive,,,,,,,,0.0,milo,0.0,0.0,0.0
Minatomo,,easteregg,carpenter,,Alive,,,,,,,,0.0,minatomo,0.0,0.0,0.0
Minatomo,909.0,,carpenter,,Alive,,,,,,wanocountry,,0.0,minatomo,0.0,0.0,0.0
Minister of the Left,612.0,ryugukingdom,ministerofryugukingdom,grandline,Alive,435.0,,X,,,,,0.0,ministeroftheleft,0.0,0.0,0.0
Minister of the Right,612.0,ryugukingdom,ministerofryugukingdom,grandline,Alive,313.0,,XF,,,,,0.0,ministeroftheright,0.0,0.0,0.0
Minochihuahua,662.0,impeldown,jailerbeast,,Alive,,,,,,,,0.0,minochihuahua,0.0,0.0,0.0
Minokoala,531.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,0.0,minokoala,0.0,0.0,0.0
Minorhinoceros,532.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,0.0,minorhinoceros,0.0,0.0,0.0
Minoruba,498.0,sabaodyarchipelago,bountyhunter,,Alive,,,,,,,,0.0,minoruba,0.0,0.0,0.0
Minotaur ;Minotaurus,525.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,0.0,minotaur;minotaurus,0.0,0.0,0.0
Minozebra,533.0,impeldown;worldgovernment,jailerbeast,,Alive,,,,,,,,0.0,minozebra,0.0,0.0,0.0
Misery,1039.0,bigmompirates,livingweapon;servant,,Unknown,,,,,,,,0.0,misery,0.0,0.0,0.0
Miss Katherina,106.0,baroqueworks,bountyhunter,eastblue,Alive,,,,,,cactusisland,,0.0,misskatherina,0.0,0.0,0.0
Miyagi,807.0,mokomodukedom;ninja-pirate-mink-samuraialliance,doctor,,Alive,,,,,,zou,,0.0,miyagi,0.0,0.0,0.0
Mizerka,978.0,,shinuchi,,Alive,,,,Gorilla Smile,Artificial Zoan,,,0.0,mizerka,0.0,0.0,0.0
Mizuira,391.0,ohara,civilian,,Deceased,,,,,,,,0.0,mizuira,0.0,0.0,0.0
Mizuuta Madaisky,487.0,rumbarpirates,pirate,,Deceased,,,,,,,,0.0,mizuutamadaisky,0.0,0.0,0.0
Mizuuta Mawaritosky,488.0,rumbarpirates,pirate,,Deceased,,,,,,,,0.0,mizuutamawaritosky,0.0,0.0,0.0
Mjure,223.0,bellamypirates,doctor,,Unknown,,,,,,,,0.0,mjure,0.0,0.0,0.0
Moai,1040.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,moai,0.0,0.0,0.0
Mocha,657.0,,,grandline,Alive,692.0,,S,,,,,0.0,mocha,0.0,0.0,0.0
Mochi,274.0,angelisland,child,,Alive,,,,,,,,0.0,mochi,0.0,0.0,0.0
Moda,278.0,revolutionaryarmy;g-2base,farmer,,Alive,,,,,,lulusiakingdom,,0.0,moda,0.0,0.0,0.0
Mohji;Morji,9.0,crossguild;buggy'sdelivery;buggyandalvidaalliance;buggypirates,pirate;firstmate,eastblue,Alive,197.0,,S,,,karaibariisland,,0.0,mohji;morji,0.0,0.0,0.0
Momonga,420.0,marinesg-1branch,viceadmiral;basecommanderofg-1,grandline,Alive,251.0,,F,,,g-1,,0.0,momonga,1.0,1.0,0.0
Momoo ;Morm,73.0,arlongpirates;cariboupirates;fakestrawhatcrew,arlongpirates'pet;cariboupirates'steed,grandline,Alive,36.0,,S,,,,,0.0,momoo;morm,0.0,0.0,0.0
Mon-ji,807.0,mokomodukedom,,,Alive,,,,,,zou,,0.0,mon-ji,0.0,0.0,0.0
Monda,306.0,foxypirates,pet,,Alive,,,,,,,,0.0,monda,0.0,0.0,0.0
Monet,657.0,caesarclown;donquixotepirates,caesar'ssecretary;doflamingo'sspy;pirateofficer,northblue,Deceased,227.0,,X,Snow-Snow Fruit,Logia,punkhazard;dressrosa,,0.0,monet,0.0,0.0,0.0
Moneypenny,398.0,,farmer,,Alive,,,,,,,,0.0,moneypenny,0.0,0.0,0.0
Monkey D. Dragon,100.0,revolutionaryarmy;clanofd.;freedomfighters;marines,supremecommanderoftherevolutionaryarmy;formercaptainofthefreedomfighters,eastblue,Alive,256.0,,F,,,baltigodawnislandmomoiroisland,,1.0,monkeyd.dragon,0.0,0.0,0.0
Monkey D. Garp,92.0,marines;clanofd.,viceadmiral;instructor,eastblue,Alive,287.0,,F,,,fooshavillage,,1.0,monkeyd.garp,1.0,1.0,1.0
Monkey D. Luffy,1.0,strawhatpirates;strawhatgrandfleet;fouremperors;clanofd.;dadanfamily;baratie;impeldown;ninja-pirate-mink-samuraialliance,piratecaptain;emperor;seniorcaptainofthegrandfleet;prisoner;choreboy;bandit,eastblue,Alive,91.0,,F,Gum-Gum Fruit,Paramecia[24](Mythical Zoan)[25],fooshavillage;mt.colubo;rusukaina,30000000.0,1.0,monkeyd.luffy,1.0,1.0,1.0
Monster,1.0,redhairpirates,pirate;seniorofficer;musician,eastblue,Alive,,,,,,,,0.0,monster,0.0,0.0,0.0
"Mont Blanc Cricket ,Montblanc Cricket ,Monbran Cricket ,Mombran Cricket",227.0,saruyamaalliance;hisoriginalcrew,pirate;captain,northblue,Alive,242.0,,S,,,lvneeljaya,25000000.0,0.0,"montblanccricket,montblanccricket,monbrancricket,mombrancricket",0.0,0.0,0.0
"Mont Blanc Noland ; Montblanc Noland ; Monbran Noland , Mombran Noland",286.0,lvneelkingdom,explorer;botanist;admiral,northblue,Deceased,220.0,,S,,,,,0.0,"montblancnoland;montblancnoland;monbrannoland,mombrannoland",0.0,0.0,0.0
Moocy ;Usy ;Bullcy,706.0,corridacolosseum,gladiator,,Alive,,,,,,,,0.0,moocy;usy;bullcy,0.0,0.0,0.0
Moody,43.0,,,eastblue,Alive,,,,,,,,0.0,moody,0.0,0.0,0.0
Moon Isaac Jr.,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,moonisaacjr.,0.0,0.0,0.0
Morgan,4.0,marines,marinecaptain;marinelieutetcommander;marinechiefpettyofficer,,Alive,285.0,,XF,,,shellstown,,0.0,morgan,0.0,0.0,0.0
Morgans,860.0,worldeconomynewspaper;underworld,worldeconomynewspaperpresident;emperoroftheunderworld,grandline,Alive,305.0,,XF,"Tweet-Tweet Fruit, Albatross ModelBird-Bird Fruit, Model: Albatross[6]",Zoan,,,0.0,morgans,0.0,0.0,0.0
Morley,904.0,revolutionaryarmy,westarmycommanderoftherevolutionaryarmy;pirate;prisonerofimpeldown,westblue,Alive,1253.0,,F,Push-Push Fruit,Paramecia,baltigo;momoiroisland,293000000.0,0.0,morley,1.0,1.0,0.0
Mornin,23.0,,mayor,eastblue,Alive,,,,,,syrupvillage,,0.0,mornin,0.0,0.0,0.0
Morollon,905.0,,queenofthetajinekingdom,,Alive,,,,,,tajinekingdom,,0.0,morollon,0.0,0.0,0.0
Mosh,1038.0,kidpirates,pirate,,Unknown,,,,,,,,0.0,mosh,0.0,0.0,0.0
Motobaro ;Motobalo,494.0,rosyliferiders,duval'spet,grandline,Alive,,,,,,,,0.0,motobaro;motobalo,0.0,0.0,0.0
"Mouji, Mousey",755.0,tontattakingdom;tontattapirates;strawhatgrandfleet,aidetoprincessmansherry;pirate,,Alive,,,,,,,,0.0,"mouji,mousey",0.0,0.0,0.0
Mounbleten,598.0,fakestrawhatcrew,pirate,eastblue,Unknown,294.0,,XF,,,,,0.0,mounbleten,0.0,0.0,0.0
Mountain God,960.0,kouzukifamily,retainer,,Unknown,,,,,,wanocountry,,0.0,mountaingod,0.0,0.0,0.0
Mountain Ricky,313.0,foxypirates,pirate,,Alive,,,,,,,,0.0,mountainricky,0.0,0.0,0.0
Mouse-Man,915.0,beastspirates,gifter,,Alive,,,,Mouse Smile,Artificial Zoan,bakuratown;kuri;wanocountry,,0.0,mouse-man,0.0,0.0,0.0
Moyle,272.0,divinesquad,memberofthedivinesquad;slave,,Unknown,,,,,,upperyard;angelisland,,0.0,moyle,0.0,0.0,0.0
Mozambia,234.0,marines,viceadmiral,,Alive,,,,,,,,0.0,mozambia,0.0,0.0,0.0
Mozu and Kiwi,329.0,frankyfamily,bartenders;dismantlers;bountyhunters,grandline,Alive,187.0,,F,,,water7,,0.0,mozuandkiwi,0.0,0.0,0.0
Mozu and Kiwi,329.0,frankyfamily,bartenders;dismantlers;bountyhunters,grandline,Alive,187.0,,F,,,water7,,0.0,mozuandkiwi,0.0,0.0,0.0
Mr. 10,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,mr.10,0.0,0.0,0.0
Mr. 11,128.0,baroqueworks,frontieragent,grandline,Deceased,,,,,,,,0.0,mr.11,0.0,0.0,0.0
Mr. 12,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,mr.12,0.0,0.0,0.0
Mr. 13,105.0,baroqueworks,assassin,grandline,Alive,,,,,,,,0.0,mr.13,0.0,0.0,0.0
Mr. 3/Galdino,117.0,crossguild;buggy'sdelivery;buggyandalvidaalliance;baroqueworks,pirate;officeragent;prisonerofthegreatprison,southblue,Alive,179.0,,F,Wax-Wax Fruit,Paramecia,karaibariisland,24000000.0,0.0,mr.3/galdino,0.0,0.0,0.0
Mr. 6,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,mr.6,0.0,0.0,0.0
Mr. 7,190.0,baroqueworks,frontieragent,,Deceased,,,,,,,,0.0,mr.7,0.0,0.0,0.0
Mr. 7,205.0,baroqueworks,frontieragent;sniper,,Alive,,,,,,,,0.0,mr.7,0.0,0.0,0.0
Mr. 9,103.0,baroqueworks,frontieragent;bountyhunter,grandline,Alive,,,,,,,,0.0,mr.9,0.0,0.0,0.0
Mr. Beans,106.0,baroqueworks,bountyhunter,grandline,Alive,,,,,,cactusisland,,0.0,mr.beans,0.0,0.0,0.0
Mr. Love,206.0,baroqueworks;rebelarmy,,,Alive,,,,,,,,0.0,mr.love,0.0,0.0,0.0
Mr. Melow,159.0,baroqueworks,bountyhunter,,Alive,,,,,,,,0.0,mr.melow,0.0,0.0,0.0
Mr. Momora,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,mr.momora,0.0,0.0,0.0
Mr. Motzel,43.0,,,eastblue,Alive,,,,,,,,0.0,mr.motzel,0.0,0.0,0.0
Mr. Shimizu,107.0,baroqueworks,bountyhunter,grandline,Alive,,,,,,cactusisland,,0.0,mr.shimizu,0.0,0.0,0.0
Mrs. Chicken,1.0,,fishmonger,eastblue,Alive,,,,,,fooshavillage,,0.0,mrs.chicken,0.0,0.0,0.0
Ms. Father's Day Miss Father's Day,205.0,baroqueworks,frontieragent;sniper,,Alive,,,,,,,,0.0,ms.father'sdaymissfather'sday,0.0,0.0,0.0
Ms. Friday Miss Friday,105.0,baroqueworks,assassin,grandline,Alive,,,,,,,,0.0,ms.fridaymissfriday,0.0,0.0,0.0
Ms. MondayMiss Monday,107.0,baroqueworks,frontieragent;bountyhunter,grandline,Alive,,,,,,,,0.0,ms.mondaymissmonday,0.0,0.0,0.0
Ms. Mother's Day,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,ms.mother'sday,0.0,0.0,0.0
Ms. Saturday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,ms.saturday,0.0,0.0,0.0
Ms. Thursday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,ms.thursday,0.0,0.0,0.0
Ms. Tuesday,155.0,baroqueworks,frontieragent,,Alive,,,,,,,,0.0,ms.tuesday,0.0,0.0,0.0
Muegren,966.0,rogerpirates,pirate,,Unknown,,,,,,,,0.0,muegren,0.0,0.0,0.0
Muginn,1128.0,,,,Alive,,,,,,landofgods,,0.0,muginn,0.0,0.0,0.0
Mummy,706.0,,sorcerer,,Alive,,,,,,,,0.0,mummy,0.0,0.0,0.0
Mushroom,536.0,buggypirates,pirate,,Alive,,,,,,,100000000.0,0.0,mushroom,0.0,0.0,0.0
Musse ;Mousse,287.0,shandia,shandiavillager,,Deceased,,,,,,,,0.0,musse;mousse,0.0,0.0,0.0
Nako,77.0,,doctor,eastblue,Alive,,,,,,cocoyasivillage,,0.0,nako,0.0,0.0,0.0
Nami,8.0,strawhatpirates;strawhatgrandfleet;arlongpirates;ganzackpirates;goldenlionpirates;ninja-pirate-mink-samuraialliance,navigator;seniorofficer;thief;pirateofficer;kunoichi,eastblue,Alive,169.0,,X,,,oykotkingdomcocoyasivillage;weatheria,16000000.0,0.0,nami,0.0,0.0,0.0
Namule,552.0,whitebeardpirates,8thdivisioncommander;pirate,grandline,Alive,,,,,,,,0.0,namule,0.0,0.0,0.0
nan,959.0,beastspirates,gifter,,Alive,,,,Swallowtail Butterfly Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,926.0,,armsdealer,,Alive,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,969.0,,,,Unknown,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,292.0,lvneelkingdom,king,northblue,Deceased,,,,,,,,0.0,nan,0.0,0.0,0.0
nan,930.0,,sobashopowner,,Alive,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,915.0,,sumowrestler,,Alive,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,0.0,nan,0.0,0.0,0.0
nan,823.0,levely,queen,eastblue,Alive,,,,,,fraucekingdom,,0.0,nan,0.0,0.0,0.0
nan,980.0,beastspirates;kurozumitama,gifter,,Alive,,,,Gastrimargus Grasshopper Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,599.0,,fishmonger;fisherman,,Alive,,,,,,sabaodyarchipelago,,0.0,nan,0.0,0.0,0.0
nan,980.0,beastspirates;kurozumitama,gifter,,Alive,,,,Wasp Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,983.0,beastspirates,gifter,,Alive,,,,Rhinoceros Beetle Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,,yespirates,piratecaptain,,Alive,,,,,,,,0.0,nan,0.0,0.0,0.0
nan,998.0,beastspirates,gifter,,Alive,,,,Python Smile,Artificial Zoan,onigashima,,0.0,nan,0.0,0.0,0.0
nan,993.0,beastspirates;kurozumitama,shinuchi,,Alive,,,,Hedgehog Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,649.0,fish-manisland,drummer,grandline,Alive,,,,,,ryugukingdom,,0.0,nan,0.0,0.0,0.0
nan,652.0,marines;g-5,marineofficer,,Alive,,,,,,g-5,,0.0,nan,0.0,0.0,0.0
nan,510.0,candypirates,piratecaptain,grandline,Unknown,,,,,,,,0.0,nan,0.0,0.0,0.0
nan,993.0,beastspirates;kurozumitama,gifter,,Alive,,,,Caucasus Beetle Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,823.0,levely,king,,Alive,,,,,,ilisiakingdom,,0.0,nan,0.0,0.0,0.0
nan,823.0,levely,king,,Alive,,,,,,deulkingdom,,0.0,nan,0.0,0.0,0.0
nan,738.0,tontattakingdom;tontattapiratesstrawhatgrandfleet,,,Alive,,,,,,greenbit,,0.0,nan,0.0,0.0,0.0
nan,919.0,,student,,Alive,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,287.0,shandia,pantri,jaya,Deceased,,,,,,,,0.0,nan,0.0,0.0,0.0
nan,980.0,beastpirates,gifter,,Alive,,,,Phasmid Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,921.0,,,,Alive,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,954.0,,,,Alive,,,,,,wanocountry,,0.0,nan,0.0,0.0,0.0
nan,288.0,shandia,chiefofshandia,jaya,Deceased,,,,,,,,0.0,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,cameronkingdom,,0.0,nan,0.0,0.0,0.0
nan,940.0,beastspirates,gifter,,Alive,,,,Ostrich Smile,Artificial Zoan,,,0.0,nan,0.0,0.0,0.0
nan,79.0,worldgovernmentorphanage,housefather,eastblue,Alive,,,,,,cocoyasivillage,,0.0,nan,0.0,0.0,0.0
nan,329.0,frankyfamily,dismantler;bountyhunter,,Alive,,,,,,water7,,0.0,nan,0.0,0.0,0.0
