name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,haki.observation,haki.armament,haki.conqueror
nan,993.0,beastspirates,shinuchi,,Alive,,,,Hedgehog Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,649.0,fish-manisland,drummer,grandline,Alive,,,,,,ryugukingdom,,nan,0.0,0.0,0.0
nan,652.0,marines,marineofficer,,Alive,,,,,,g-5,,nan,0.0,0.0,0.0
nan,510.0,candypirates,piratecaptain,grandline,Unknown,,,,,,,,nan,0.0,0.0,0.0
nan,993.0,beastspirates,gifter,,Alive,,,,Caucasus Beetle Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,823.0,levely,king,,Alive,,,,,,ilisiakingdom,,nan,0.0,0.0,0.0
nan,823.0,levely,king,,Alive,,,,,,deulkingdom,,nan,0.0,0.0,0.0
nan,738.0,tontattakingdom,,,Alive,,,,,,greenbit,,nan,0.0,0.0,0.0
nan,919.0,,student,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,287.0,shandia,pantri,jaya,Deceased,,,,,,,,nan,0.0,0.0,0.0
nan,980.0,beastpirates,gifter,,Alive,,,,Phasmid Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,921.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,954.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,288.0,shandia,chiefofshandia,jaya,Deceased,,,,,,,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,cameronkingdom,,nan,0.0,0.0,0.0
nan,940.0,beastspirates,gifter,,Alive,,,,Ostrich Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,79.0,worldgovernmentorphanage,housefather,eastblue,Alive,,,,,,cocoyasivillage,,nan,0.0,0.0,0.0
nan,329.0,frankyfamily,dismantler,,Alive,,,,,,water7,,nan,0.0,0.0,0.0
nan,951.0,kurozumifamily,retainer,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,958.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,966.0,,hairstylist,,Alive,,,,,,dressrosa,,nan,0.0,0.0,0.0
nan,926.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,625.0,worldgovernment,worldnoble,,Alive,,,,,,marygeoise,,nan,0.0,0.0,0.0
nan,980.0,beastspirates,shinuchi,,Alive,,,,Owl Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,675.0,caesarclown,,,Unknown,,,,,,punkhazard,,nan,0.0,0.0,0.0
nan,711.0,tontattatribe,,,Alive,,,,,,greenbit,,nan,0.0,0.0,0.0
nan,960.0,,,,Alive,,,,,,dressrosa,,nan,0.0,0.0,0.0
nan,329.0,frankyfamily,dismantler,,Alive,,,,,,water7,,nan,0.0,0.0,0.0
nan,566.0,whitebeardpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,,,swordsmith,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,960.0,,,,Alive,,,,,,dressrosa,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,nagagutsukingdom,,nan,0.0,0.0,0.0
nan,951.0,beastspirates,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,951.0,beastspirates,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,954.0,,shipwright,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,nan,0.0,0.0,0.0
nan,,,,,,,,,Impel Down,,,,nan,0.0,0.0,0.0
nan,919.0,,student,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,909.0,,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,427.0,marines,marine,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,960.0,mimawarigumi,samurai,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,971.0,,,,Unknown,,,,,,flowercapital;wanocountry,,nan,0.0,0.0,0.0
nan,,sevenwarlordsofthesea,,,Deceased,514.0,,,,,,,nan,0.0,0.0,0.0
nan,929.0,,pawnshopowner,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,949.0,ninja-pirate-mink-samuraialliance,prisoner,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,578.0,whitebeardpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,919.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,948.0,ninja-pirate-mink-samuraialliance,prisoner,,Alive,,,,,,flowercapital,,nan,0.0,0.0,0.0
nan,951.0,beastspirates,samurai,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,959.0,beastspirates,gifter,,Alive,,,,Hawk Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,951.0,kurozumifamily,retainer,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,951.0,beastspirates,samurai,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,948.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,1122.0,endurancecurrypirates,piratecaptain,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,1122.0,endurancecurrypirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,915.0,,restaurantowner,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,942.0,kurozumifamily,retainer,,Alive,,,,Horse Smile,Artificial Zoan,flowercapital,,nan,0.0,0.0,0.0
nan,921.0,mt.atamathieves,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,287.0,,ship'sdoctor,lvneelkingdom,Deceased,,,,,,,,nan,0.0,0.0,0.0
nan,1016.0,beastspirates,gifter,,Alive,,,,Horse Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,926.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,915.0,,announcer,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,917.0,,firefighter,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,932.0,,official,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,823.0,levely,king,,Alive,,,,,,whitelandkingdom,,nan,0.0,0.0,0.0
nan,956.0,cp6,cipherpolagent,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,617.0,newfish-manpirates,pirate,grandline,Alive,,,,,,fish-mandistrict,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,southfirekingdom,,nan,0.0,0.0,0.0
nan,943.0,shimotsukifamily,retainer,,Unknown,,,,,,,,nan,0.0,0.0,0.0
nan,954.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,980.0,beastspirates,gifter,,Alive,,,,Chinese Grasshopper Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,920.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,983.0,beastspirates,gifter,,Alive,,,,Praying Mantis Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,926.0,,newspaperdeliveryman,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,809.0,guardians,,,Alive,,,,,,mokomodukedom,,nan,0.0,0.0,0.0
nan,925.0,blackbeardpirates,,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,917.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,22.0,animalsoftheislandofrareanimals,,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,930.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,960.0,,,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,959.0,beastspirates,gifter,,Alive,,,,Peregrine Falcon Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,920.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,22.0,animalsoftheislandofrareanimals,,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,925.0,blackbeardpirates,,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,614.0,,,eastblue,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,czachokingdom,,nan,0.0,0.0,0.0
nan,911.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,319.0,,seaking,,Unknown,,,,,,,,nan,0.0,0.0,0.0
nan,963.0,germpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,649.0,fish-manisland,trumpeter,grandline,Alive,,,,,,ryugukingdom,,nan,0.0,0.0,0.0
nan,324.0,,bullrentalsalesman,,Alive,,,,,,water7,,nan,0.0,0.0,0.0
nan,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,sambakingdom,,nan,0.0,0.0,0.0
nan,961.0,,,,Alive,,,,,,dressrosa,,nan,0.0,0.0,0.0
nan,,,,,,,,,Sapoten Graveyard,,,,nan,0.0,0.0,0.0
nan,623.0,,,,Alive,,,,,,foolshoutisland,,nan,0.0,0.0,0.0
nan,960.0,,,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,632.0,,,cactusisland,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,ringokingdom,,nan,0.0,0.0,0.0
nan,906.0,levely,queen,,Alive,,,,,,gingaballkingdom,,nan,0.0,0.0,0.0
nan,948.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,980.0,beastspirates,gifter,,Alive,,,,Crab Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,948.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,978.0,beastspirates,shinuchi,,Alive,,,,Japanese Stag Beetle Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,936.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,nan,0.0,0.0,0.0
nan,961.0,,shaman,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,579.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,,,fashiondesigner,,Alive,,,,,,nagagutsukingdom,,nan,0.0,0.0,0.0
nan,909.0,,,,Alive,,,,,,sphinx,,nan,0.0,0.0,0.0
nan,960.0,,,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,329.0,frankyfamily,dismantler,,Alive,,,,,,water7,,nan,0.0,0.0,0.0
nan,498.0,bonneypirates,fishmonger,southblue,Alive,,,,,,sorbetkingdom,,nan,0.0,0.0,0.0
nan,908.0,levely,king,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,924.0,,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,916.0,beastspirates,gifter,,Alive,,,,Rabbit Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,963.0,germpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,823.0,happonavy,king,,Alive,,,,,,kanocountry,,nan,0.0,0.0,0.0
nan,980.0,beastspirates,gifter,,Alive,,,,Wolf Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,963.0,,,,Deceased,,,,,,,,nan,0.0,0.0,0.0
nan,,,,,,,,,Impel Down,,,,nan,0.0,0.0,0.0
nan,915.0,,,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,993.0,beastspirates,gifter,,Alive,,,,Rhino Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,908.0,levely,king,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,964.0,takotopuspirates,pirate,,Unknown,,,,,,,,nan,0.0,0.0,0.0
nan,906.0,levely,king,,Alive,,,,,,jambalayakingdom,,nan,0.0,0.0,0.0
nan,1122.0,endurancecurrypirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,993.0,beastspirates,gifter,,Alive,,,,Scorpion Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,915.0,,dyer,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,963.0,germpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,908.0,levely,king,,Alive,,,,,,beefkingdom,,nan,0.0,0.0,0.0
nan,931.0,fujidraijin,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,963.0,germpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,963.0,germpirates,piratecaptain,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,401.0,,,,Unknown,,,,,,enieslobby,,nan,0.0,0.0,0.0
nan,969.0,hyougorofamily,,,Deceased,,,,,,flowercapital,,nan,0.0,0.0,0.0
nan,951.0,kurozumifamily,retainer,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,920.0,kouzukifamily,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,927.0,komurasaki,kamuro,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,713.0,tontattatribe,,,Alive,,,,,,greenbit,,nan,0.0,0.0,0.0
nan,234.0,whitebeardpirates,nurse,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,956.0,,musician,,Alive,,,,,,dressrosa,,nan,0.0,0.0,0.0
nan,960.0,,shopkeeper,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,650.0,nomads,nomad,grandline,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,650.0,nomads,nomad,grandline,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,925.0,blackbeardpirates,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,909.0,,magistrate,,Unknown,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,906.0,levely,prince,,Alive,,,,,,nagagutsukingdom,,nan,0.0,0.0,0.0
nan,,kuja,empressofamazonlily,,Deceased,,,,,,amazonlily,,nan,0.0,0.0,0.0
nan,909.0,nicorobin,geishamaster,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,392.0,cp9,cipherpolagent,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,971.0,kurozumifamily,retainer,,Deceased,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,933.0,,machi-bugyō,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,292.0,,godofskypiea,skypiea,Deceased,,,,,,,,nan,0.0,0.0,0.0
nan,926.0,kouzukifamily,samurai,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,956.0,,pirate,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,964.0,,,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,22.0,animalsoftheislandofrareanimals,,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,978.0,beastspirates,shinuchi,,Alive,,,,Giant Tortoise Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,936.0,beastspirates,waiter,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,949.0,uzukifamily,samurai,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,956.0,sankankingdom,prince,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,915.0,,restaurantowner,,Alive,,,,,,kuri,,nan,0.0,0.0,0.0
nan,931.0,fujidraijin,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,926.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,998.0,beastspirates,gifter,,Alive,,,,Japanese Rat Snake Smile,Artificial Zoan,,,nan,0.0,0.0,0.0
nan,917.0,,,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,915.0,,doctor,,Alive,,,,,,wanocountry,,nan,0.0,0.0,0.0
nan,948.0,ninja-pirate-mink-samuraialliance,prisoner,,Alive,,,,,,,,nan,0.0,0.0,0.0
nan,621.0,,,grandline,Alive,,,,,,ryugukingdom,,nan,0.0,0.0,0.0
Nangi,988.0,beastspirates,,,Alive,,,,,,onigashima,,nangi,0.0,0.0,0.0
Napoleon,651.0,bigmompirates,,grandline,Unknown,848.0,,,,,wholecakeisland,,napoleon,0.0,0.0,0.0
Nash,899.0,newgiantwarriorpirates,goldberg'sshield,,Alive,,,,,,,,nash,0.0,0.0,0.0
Natto,164.0,sand-sandclan,,,Alive,,,,,,arabastakingdom,,natto,0.0,0.0,0.0
Nay Mingheim,,marines,viceadmiral,,Alive,,,,,,,,naymingheim,0.0,0.0,0.0
Needa Hand,785.0,,doctor,,Alive,,,,,,,,needahand,0.0,0.0,0.0
Needle God,1127.0,,,,Alive,,,,,,landofgods,,needlegod,0.0,0.0,0.0
Nefeltari Cobra,142.0,arabastakingdom,kingofarabasta,grandline,Deceased,182.0,,F,,,alubarna;arabasta,,nefeltaricobra,0.0,0.0,0.0
Nefeltari D. Lily,1084.0,arabastakingdom,queenofarabasta,grandline,Deceased,,,,,,arabastakingdom,,nefeltarid.lily,0.0,0.0,0.0
Nefeltari Titi,215.0,arabastakingdom,queen,,Deceased,,,,,,,,nefeltarititi,0.0,0.0,0.0
Nefeltari Vivi,103.0,arabastakingdom,princessofarabasta,grandline,Alive,169.0,,F,,,arabastakingdom,,nefeltarivivi,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
Nekozaemon,806.0,,,,Deceased,,,,,,,,nekozaemon,0.0,0.0,0.0
Neptune,611.0,neptunefamily,captainoftheroyalguard,grandline,Alive,1220.0,,X,,,,,neptune,0.0,0.0,0.0
Nerine,514.0,kuja,kujawarrior,calmbelt,Alive,,,,,,amazonlily,,nerine,0.0,0.0,0.0
Nero,367.0,cp9,cipherpolagent,westblue,Unknown,202.0,,X,,,,,nero,0.0,0.0,0.0
Nezumi,69.0,marines,marinecaptain,eastblue,Alive,182.0,,XF,,,16thbranch,,nezumi,0.0,0.0,0.0
Nico Olvia,392.0,oharaarchaeologists,archaeologist,westblue,Deceased,186.0,,S,,,,79000000.0,nicoolvia,0.0,0.0,0.0
Nico Robin,114.0,strawhatpirates,archaeologist,westblue,Alive,188.0,,S,Hana-Hana Fruit,Paramecia,ohara,79000000.0,nicorobin,0.0,0.0,0.0
Nika,1018.0,,,,Unknown,,,,,,,,nika,0.0,0.0,0.0
Ninth,558.0,allyofthewhitebeardpirates,pirate,,Alive,,,,,,,,ninth,0.0,0.0,0.0
Nitro,651.0,bigmompirates,,,Alive,,,,,,,,nitro,0.0,0.0,0.0
Nojiko,70.0,,mikanfarmer,eastblue,Alive,170.0,,S,,,cocoyasivillage,,nojiko,0.0,0.0,0.0
Nola,255.0,shandia,,,Alive,,40.0,,,,,,nola,0.0,0.0,0.0
Notta Magician,536.0,impeldown,doctor,,Alive,,,,,,,,nottamagician,0.0,0.0,0.0
Nubon,711.0,tontattakingdom,pirate,,Alive,,,,,,,,nubon,0.0,0.0,0.0
Nure-Onna,998.0,beastspirates,gifter,,Alive,,,,Hognose Snake Smile,Artificial Zoan,,,nure-onna,0.0,0.0,0.0
Oars,456.0,thrillerbarkpirates,specialzombie,northblue,Deceased,67.0,102.0,F,,,,,oars,0.0,0.0,0.0
Ocho,952.0,ninja-pirate-mink-samuraialliance,yakuzaboss,,Alive,,,,,,,,ocho,0.0,0.0,0.0
Octopako,203.0,,,grandline,Alive,,,,,,gyoverlyhills,,octopako,0.0,0.0,0.0
Ohm,241.0,god'sarmy,priestofenel,skyislands,Unknown,189.0,,XF,,,,,ohm,1.0,0.0,0.0
Ohmasa,952.0,ninja-pirate-mink-samuraialliance,yakuzaboss,,Alive,,,,,,,,ohmasa,0.0,0.0,0.0
Oimo,377.0,worldgovernment,pirate,grandline,Alive,1600.0,,F,,,elbaphenieslobbywater7,,oimo,0.0,0.0,0.0
Oinkchuck,446.0,thrillerbarkpirates,surprisezombieboss,,Deceased,,,,,,,,oinkchuck,0.0,0.0,0.0
Okame,163.0,sand-sandclan,rebel,,Alive,,,,,,arabastakingdom,,okame,0.0,0.0,0.0
Olav,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,olav,0.0,0.0,0.0
Oliva,,whitebeardpirates,bossofportchibaraltaisland,,Alive,,,,,,portchibaraltaisland,,oliva,0.0,0.0,0.0
Olombus,704.0,yontamariagrandfleet,captainoftheseventhshipofthestrawhatgrandfleet,grandline,Alive,480.0,,X,,,,1.4800000098e+16,olombus,0.0,0.0,0.0
Onigumo,420.0,marines,viceadmiral,,Alive,,,,,,,,onigumo,0.0,0.0,0.0
Onimaru,936.0,shimotsukifamily,warriormonk,,Alive,428.0,,X,,Mythical Zoan,wanocountry,,onimaru,0.0,0.0,0.0
OnionTamanegi,23.0,usopppirates,pretendpirate,eastblue,Alive,124.0,,S,,,syrupvillage,,oniontamanegi,0.0,0.0,0.0
Ook-Ook,743.0,,,,Alive,,,,,,dressrosa,,ook-ook,0.0,0.0,0.0
Ooklicia,877.0,nihonavy,,,Alive,,,,,,,,ooklicia,0.0,0.0,0.0
Oran,391.0,,,,Deceased,,,,,,,,oran,0.0,0.0,0.0
Osaki,940.0,,,,Alive,,,,,,ebisutown;wanocountry,,osaki,0.0,0.0,0.0
Osome,1031.0,,geisha,,Alive,,,,,,,,osome,0.0,0.0,0.0
Ossamond,552.0,spadepirates,pirate,,Alive,,,,,,,,ossamond,0.0,0.0,0.0
Otohime,621.0,neptunefamily,queenoftheryugukingdom,grandline,Deceased,224.0,,S,,,,,otohime,1.0,0.0,0.0
Outlook III,585.0,goakingdom,noble,,Alive,,,,,,,,outlookiii,0.0,0.0,0.0
Pacifista,,marines,cyborgs,,,,,,,,,,pacifista,0.0,0.0,0.0
Pacifista,,marines,cyborgs,,,,,,,,,,pacifista,0.0,0.0,0.0
Pacifista,,marines,cyborgs,,,,,,,,,,pacifista,0.0,0.0,0.0
Pacifista,,marines,cyborgs,,,,,,,,,,pacifista,0.0,0.0,0.0
Pagaya,239.0,,engineer,grandline,Alive,179.0,,F,,,,,pagaya,0.0,0.0,0.0
Page One,929.0,beastspirates,shinuchi,grandline,Alive,171.0,,X,"Dragon-Dragon Fruit, Model: Spinosaurus",Ancient Zoan,wanocountry,290000000.0,pageone,1.0,1.0,0.0
Palms,553.0,hisowncrew,pirate,,Alive,,,,,,,,palms,0.0,0.0,0.0
Panda ManPandaman,44.0,,wrestler,tibet,Alive,200.0,122.0,,,,pandaisland,3333333.0,pandamanpandaman,0.0,0.0,0.0
Panda WomanPandawomanmi,517.0,easteregg,,calmbelt,Alive,,,,,,amazonlily,,pandawomanpandawomanmi,0.0,0.0,0.0
Pandora,867.0,carmel,,,Unknown,,,,,,,,pandora,0.0,0.0,0.0
Pansy,515.0,kuja,warrior,calmbelt,Alive,,,,,,amazonlily,,pansy,0.0,0.0,0.0
Papaneel,621.0,,robber,grandline,Alive,,,,,,ryugukingdom,,papaneel,0.0,0.0,0.0
Papas,1039.0,kidpirates,pirate,,Unknown,,,,,,,,papas,0.0,0.0,0.0
Pappagu,195.0,criminalbrand,fashiondesigner,grandline,Alive,50.0,,XF,,,gyoverlyhills,,pappagu,0.0,0.0,0.0
Pasia,501.0,,dancer;slave,southblue,Alive,,,,,,,,pasia,0.0,0.0,0.0
Patty,44.0,baratie,patissier,eastblue,Alive,204.0,,X,,,,,patty,0.0,0.0,0.0
Paulie,323.0,galley-lacompany,vicepresidentofgalley-la,grandline,Alive,195.0,,S,,,water7,,paulie,0.0,0.0,0.0
Pavlik,553.0,whitebeardpirates,pirate,,Alive,,,,,,,,pavlik,0.0,0.0,0.0
Peachbeard,904.0,peachbeardpirates,pirate,,Alive,,,,,,,52000000.0,peachbeard,0.0,0.0,0.0
Pearl,54.0,kriegpirates,commanderofthekriegpirates'secondunit,eastblue,Alive,239.0,,F,,,,,pearl,0.0,0.0,0.0
Pedro,805.0,mokomodukedom,captainoftheguardians,grandline,Deceased,233.0,,F,,,zou,382000000.0,pedro,1.0,1.0,0.0
Peekatha Krotch,707.0,corridacolosseum,,,Alive,,,,,,,,peekathakrotch,0.0,0.0,0.0
Peepley Lulu,323.0,galley-lacompany,dock1foreman,grandline,Alive,206.0,,S,,,water7,,peepleylulu,0.0,0.0,0.0
Peetamu,966.0,rogerpirates,pirate,,Unknown,,,,,,,,peetamu,0.0,0.0,0.0
Pekkori,524.0,harahettania,priest,,Alive,,,,,,,,pekkori,0.0,0.0,0.0
Pekoms,651.0,bigmompirates,combatant,,Unknown,232.0,,S,Turtle-Turtle Fruit,Zoan,zou,330000000.0,pekoms,1.0,1.0,0.0
Pell,155.0,arabastakingdom,commanderofroyalguards,grandline,Alive,189.0,,X,Tweet-Tweet Fruit Falcon Type,Zoan,,,pell,0.0,0.0,0.0
Pellini,711.0,tontattakingdomtontattapiratesstrawhatgrandfleet,pirate,,Alive,,,,,,,,pellini,0.0,0.0,0.0
Penguin,498.0,heartpirates,pirate,northblue,Unknown,,,X,,,swallowisland,,penguin,0.0,0.0,0.0
PepperPieman,23.0,usopppirates,pretendpirate,eastblue,Alive,120.0,,XF,,,syrupvillage,,pepperpieman,0.0,0.0,0.0
Peppoko,2.0,alvidapirates,pirate,eastblue,Alive,,,,,,goatisland,,peppoko,0.0,0.0,0.0
Perona,443.0,draculemihawk,pirate,westblue,Alive,160.0,,XF,Hollow-Hollow Fruit,Paramecia,kuraiganaisland,,perona,0.0,0.0,0.0
Peterman,499.0,houndpets,slavetrader,,Alive,,,,,,,,peterman,0.0,0.0,0.0
Pica,700.0,donquixotepirates,pirateexecutiveofficer,northblue,Alive,470.0,,X,Stone-Stone Fruit,Paramecia,downsspidermilesdressrosa,99000000.0,pica,1.0,1.0,0.0
Pickles,309.0,foxypirates,pirate,,Alive,,,,,,,,pickles,0.0,0.0,0.0
Pierre,237.0,ganfall,ganfall'spet,,Alive,,,,Horse-Horse Fruit,Zoan,,,pierre,0.0,0.0,0.0
Pike,652.0,marines,marineofficer,,Alive,,,,,,g-5,,pike,0.0,0.0,0.0
Pincers Scissors,176.0,ukkarihot-springisland,ukkarihot-springsresorttransportation,,Alive,,,,,,arabastakingdom,,pincersscissors,0.0,0.0,0.0
Pinky,8.0,,,eastblue,Alive,,,,,,,,pinky,0.0,0.0,0.0
Piper,1130.0,,,,Alive,,,,,,elbaph,,piper,0.0,0.0,0.0
Pisaro,72.0,arlongpirates,pirate,grandline,Alive,,,,,,fish-mandistrict;arlongpark,,pisaro,0.0,0.0,0.0
Poker,997.0,beastspirates;tama,shinuchi,,Alive,,,,Rattlesnake Smile,Artificial Zoan,,,poker,0.0,0.0,0.0
Pomsky,1089.0,marines,viceadmiral,,Alive,,,,,Zoan,,,pomsky,0.0,0.0,0.0
Poppoko,2.0,alvidapirates,pirate,eastblue,Alive,,,,,,goatisland,,poppoko,0.0,0.0,0.0
Poppy,515.0,kuja,warrior,calmbelt,Alive,,,,,,amazonlily,,poppy,0.0,0.0,0.0
Porche,305.0,foxypirates,pirate,,Alive,,,,,,,,porche,0.0,0.0,0.0
Porchemy,583.0,bluejampirates,pirate,eastblue,Deceased,320.0,,X,,,,3400000.0,porchemy,0.0,0.0,0.0
