name,apparition,affiliations,occupations,origin,status,age,birthday,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty
Brook,Chapter 442;Episode 337[1],Straw Hat Pirates;Straw Hat Grand Fleet;Rumbar Pirates(former);[2]Ninja-Pirate-Mink-Samurai Alliance(disbanded),Musician;Swordsman; SeniorOfficer;[3]Pirate Captain(former); Battle Convoy leader (former);[4]World-Famous Rock Star (former),West Blue[5],Alive,38 (first death);[2]88 (debut);[12]90 (after timeskip)[13][14],April 3rd[15],"266 cm (8'9"") (debut)[12]277 cm (9'1"") (after timeskip)[13][14]",,X[16],Revive-Revive Fruit,Paramecia,"Florian Triangle(former);Namakura Island(former, temporary)","383,000,000[3]83,000,000[11]33,000,000[4]"
Bubblegum,Chapter 1029;Episode 1054[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
Bouche,"Chapter 880,Episode 852[1]",WCI 31;Big Mom Pirates[1],Head Chef[1],,Alive,,,,,,,,,
ButchieBuchi (WT100),Chapter 31;Episode 13[1],Black Cat Pirates,PirateOfficer;[2]Ship Guard,East Blue[2],Alive,21 (debut)23 (after timeskip)[2],February 7th[3],"216 cm (7'1"")[2]",,X[2],,,,"7,000,000 (with Sham)[2]"
Buckingham Stussy,Chapter 802;Episode 752[1],Rocks Pirates(former);[2]MADS(former)[3],"Pirate(former);[4]Scientist(former, self-proclaimed)",Grand Line[5],Alive,76[5],April 12th[6],"68 cm (2'3"")[5]",,S[5],,,,
Buffalo,Chapter 692;Episode 618[1],Donquixote Pirates,PirateOfficer;Assassin[1],North Blue[4],Alive,30[2],April 8th[3],"696 cm (22'10"")[4]",,F[4],Spin-Spin Fruit,Paramecia,Spider Miles(former);Dressrosa(former),
Buggy,Chapter 9;Episode 4[1],Cross Guild;[2]Buggy's Delivery(Unknown status)?[3];Buggy Pirates;[4]Buggy and Alvida Alliance;[5]Four Emperors;[6]Seven Warlords of the Sea[7](former);Roger Pirates[8](former);Impel Down[9](former),Pirate Captain;[4]Emperor;[6]Figurehead President of Cross Guild;[2]Chairman of Buggy's Delivery[3](former);Warlord of the Sea[7](former);Apprentice[8](former); Prisoner of the Great Prison[9](former),Grand Line[12],Alive,37 (debut);39 (after timeskip)[10],August 8th[11],"192 cm (6'4"") (age 39)[12]130 cm (4'3"") (age 13)[12]",,F[12],Chop-Chop Fruit,Paramecia,Karai Bari Island;[3]Orange Town(former)[1],"3,189,000,000[13]15,000,000[14]"
Oinkchuck,"Chapter 446,Episode 340[1]",Thriller Bark Pirates,Surprise ZombieBoss,,Deceased,,,,,,,,,
Building Snake,Chapter 41(cover);Episode 4[1],Red Hair Pirates[1],Pirate;Senior Officer;[1]Navigator[2],,Alive,,,,,,,,,
Bulldog,Chapter 1099[1],,King,,Alive,,,,,,,,Sorbet Kingdom,
Bunbuku,"Chapter 911,Episode 894[1]",,,,Alive,,,,,,"Dog-Dog Fruit, Model Tanuki",Zoan,"Amigasa Village,Wano Country[1]",
Bungoh,Chapter 928;Episode 921[1],,Arsonist;[2]Graverobber (former)[3],,Alive,,,,,,,,Wano Country(Ebisu Town)[2],
Bunny Joe,Chapter 546(cover);Episode 455[1],Revolutionary Army,Revolutionary,,Alive,,,,,,,,,
Bushon,Chapter 361;Episode 251,,Station Manager,,Alive,,,,,,,,,
Busshiri,Chapter 391;Episode 275[1],Ohara Archaeologists,Archaeologist,,Deceased,,,,,,,,,
Byron,Chapter 501;Episode 395[1],,Musician;Pirate;Slave,West Blue[1],Alive,25 (debut)[1],December 18th[2],"192 cm (6'3½"")[1]",130 kg (286.6 lbs)[1],,,,Toroa[1],
Cabaji,Chapter 9;Episode 7[1],"Cross Guild;[2]Buggy's Delivery;Buggy and Alvida Alliance,Buggy Pirates[3]",Pirate;Chief of Staff; Acrobat;Swordsman[3],East Blue[5],Alive,32 (debut)34 (after timeskip)[5],September 8th[4],"208 cm (6'10"")[5]",,X[5],,,Karai Bari Island,
Caesar Clown,Chapter 658;Episode 581[1],Germa Kingdom;NEO MADS;[2]Fire Tank Pirates(former);[3]Donquixote Pirates(former);[4][5]MarinesandWorld Government(former);[6]MADS(former)[7],Scientist[6],Grand Line[7],Alive,55[7][10],April 9th[11],"309 cm (10'1"")[7]",,X[7],Gas-Gas Fruit,Logia[13],Punk Hazard(Third Research Institute)(former),"300,000,000[12]"
Caiman Lady,Chapter 1004;Episode 1020[1],Beasts Pirates[1],Gifter;Mary,,Alive,,,,,,CaimanSMILE,Artificial Zoan,,
Camie,Chapter 195(cover)[1];Episode 385[2],"Takoyaki 8,Mermaid Cafe",Fashion designing apprenticeTakoyaki sellerWaitress at Mermaid Cafe,"Grand Line(Ryugu Kingdom,Fish-Man Island)[3]",Alive,16 (debut)18 (after timeskip)[3],November 3rd[4],197 cm (6’6”)[3],,X[3],,,Mermaid Cove(Coral Hill),
Camel,Chapter 695;Episode 621[1],Blackbeard Pirates;Kuzan,Kuzan's traveling companion,,Alive,,,,,,,,,
Cancer,Chapter 96[1];Episode 151[2],Marines,Vice Admiral,,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[3]"
Kandre,Chapter 557;[1]One Piece Film: Z[2],Marines[1],MarineOfficer[1],,Alive,Over 30[3],May 19th[4],,,,,,,
Cans[1],Chapter 569[2],Ally of theWhitebeard Pirates[2],Pirate;Captain[2],,Alive,,,,,,,,,
,Chapter 510(cover)[1],Candy Pirates[1],Pirate Captain[1],Grand Line[2],Unknown,,June 14th[2],,,,,,,
Capone Bege,Chapter 498;Episode 392[1],Fire Tank Pirates;[1]Big Mom Pirates[2](former),Pirate;Captain;[1]Mafia don (former);Combatant(former)[2],West Blue[3],Alive,40 (debut)[4]42 (after timeskip)[5],January 17th[6],"166 cm (5'5"") (debut, after timeskip)[4]",,S[5],Castle-Castle Fruit,Paramecia,,"350,000,000[7]300,000,000[8]138,000,000[9]"
Capone Pez,Chapter 834;Episode 795[1],Fire Tank Pirates;Charlotte Family[1],,,Alive,1[2],January 22nd[2],,,,,,,
Capote,Chapter 306;Episode 209,Foxy Pirates(former),Pirate;Combatant[1],,Alive,,May 1st[1],,,,,,,
Caribou,Chapter 600;Episode 519[1],"Caribou Pirates;[2]Fake Straw Hat Crew(former, temporary);[3]Ninja-Pirate-Mink-Samurai Alliance(disbanded)",Pirate Captain;[1][2]Kidnapper[4],North Blue[5],Alive,32[5],July 4th[6],"228 cm (7'6"")[5]",,XF[5],Swamp-Swamp Fruit,Logia,,"210,000,000[2]"
Carmel,Chapter 861;Episode 831[1],Underworld;[2]Sheep's House[3],Child Trafficker;[2]Caretaker of Sheep's House,West Blue[6],Deceased,,December 21st[5],185 cm (6'1)[6],,S[6],Soul-Soul Fruit,Paramecia,Elbaph(former)[3]Whole Cake Island[4],
Carne,Chapter 45;Episode 21[1],Baratie,Charcutier,East Blue[2],Alive,32 (debut)34 (after timeskip)[2],February 9th[2],"171 cm (5'7"")[2]",,S[2],,,,
Carrot,Chapter 804;Episode 753[1],"Mokomo Dukedom,Inuarashi Musketeer Squad;[2]Ninja-Pirate-Mink-Samurai Alliance(disbanded)",Musketeer;[2]Kingsbird(former);[3]Ruler of Mokomo Dukedom[4],Grand Line(Mokomo Dukedom)[5],Alive,15[5],May 24th[6],"161 cm (5'3"")[5]",,F[5],,,Zou,
Catacombo,Chapter 602;Episode 522[1],Marines[1](GR 66)(Non-Canon)≠[2],Rear Admiral[1],,Alive,,,,,,,,Sabaody Archipelago(Non-Canon)≠[2],"At least ★★(At least200,000,000)[3]"
Catarina Devon;Catalina Devon(Chapter 538)*,Chapter 575;Episode 484[1],Blackbeard Pirates;Impel Down(former)[2],Pirate;Titanic Captain(Captain of the Sixth Ship); Prisoner of the Great Prison (former)[2],South Blue[3],Alive,34 (debut)36 (after timeskip)[3],March 29th[4],"361 cm (11'10"")[3]",,F[3],"Dog-Dog Fruit, Model: Nine Tailed Fox",Mythical Zoan,Hachinosu[6],Unknown[5]
,Chapter 993;Episode 1006[1],Beasts Pirates(Armored Division);[1]Kurozumi Tama[2],Gifter,,Alive,,,,,,Caucasus BeetleSMILE,Artificial Zoan,,
Cavendish,Chapter 704;[1]Episode 632[2],Beautiful Pirates;[3]Straw Hat Grand Fleet;[4]Bourgeois Kingdom[5],Captain of the First Ship of theStraw Hat Grand Fleet;[4]Pirate Captain;Princeof the Bourgeois Kingdom (former)[5],Grand Line(Bourgeois Kingdom)[6],Alive,26[9],August 31st[10],"208 cm (6'10"")[6]",,XF[6],,,Bourgeois Kingdom(former),"330,000,000[8]280,000,000[3]"
CB Gallant,Chapter 966[1];Episode 959[2],Roger Pirates,Pirate,,Unknown,,,,,,,,,
Cerberus,Chapter 444;Episode 339[1],Thriller Bark Pirates[1],Wild Zombie[1],,Deceased,,November 29th[2],,,,,,,
Cerberus,Chapter 1137[1],God's Knights,Figarland Shamrock'ssword,,Alive,,,,,,,,,
,Chapter 823;Episode 777[1],Levely[2],King[2],,Alive,,,,,,,,Ilisia Kingdom[3],
Chabo;Cabo (Funimation dub);Benson (Odex),Chapter 69;Episode 31[1],Nojiko's mikan farm[2],Laborer[2],East Blue(Conomi Islands),Alive,,June 14th[3],,,,,,Gosa Village(former);Cocoyasi Village,
Browndros Beardriguez (WT100)Chadros Higelyges (OPCG),Chapter 581;Episode 490[1],"Caesar Clown(defected),[2]Centaur Patrol Unit[3](defected);Brownbeard Pirates[1](disbanded)[4]",Leader of theCentaur Patrol Unit[3](former);Pirate Captain[1](former)[4],Grand Line[6],Alive,43 (debut)45 (after timeskip)[6],February 3rd[5],"691 cm (22'8½"")[6]",,S[6],,,,"80,060,000[3]"
Chaka,Chapter 155;Episode 91[1],Arabasta Kingdom,CommanderofRoyal Guards[2],Grand Line(Arabasta Kingdom)[3],Alive,39 (debut)41 (after timeskip)[3],April 26th[4],213 cm (7')[3],,S[3],"Dog-Dog Fruit, Model: Jackal (Funimation); Mutt Mutt Fruit: Jackal Mode (Viz); Mutt-Mutt Fruit: Jackal Strike (4Kids)",Zoan,,
Chao,Chapter 738;Episode 671[1],Tontatta Kingdom[1];SMILE Factory(former)[2]Tontatta Pirates,Factory worker (former)[1];Pirate[3],,Alive,,,,,,,,,
,Chapter 823;Episode 777[1],Levely[2],King[2],,Alive,,,,,,,,Deul Kingdom[3],
Chappe,Chapter 668[1];Episode 593,Caesar Clown[1],,,Alive,,,,,,,,,
Saint Charlos (VIZ);Saint Charloss (Funimation),Chapter 499;Episode 393[1],World Government,World Noble,Red Line(Mary Geoise)[2],Alive,22 (debut)24 (after timeskip)[2],June 1st[3],"230 cm (7'6"")[2]",,XF[2],,,Mary Geoise,
Charlotte Akimeg,Chapter 894;Episode 869[1],Charlotte Family(Charlotte Decuplets);Big Mom Pirates[1],Pirate;[1]Officer[2],,Alive,18[3],December 2nd[4],,,,,,,
Charlotte Allmeg,Chapter 894;Episode 869[1],Charlotte Family(Charlotte Decuplets);Big Mom Pirates[1],Pirate;[1]Officer[2],,Alive,18[3],December 2nd[4],,,,,,,
Charlotte Amande,Chapter 827;Episode 786[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer;[3]Ministerof Nuts[4],,Alive,47[6],December 10th[7],,,,,,Nuts Island[4],Unknown[5]
Charlotte Anana,Chapter 845;Episode 809[1],Charlotte Family;[1]Big Mom Pirates[2],,,Alive,8[2],April 17th[3],,,,,,,
Charlotte Angel[1],Chapter 860;Episode 830[2],Charlotte Family;Big Mom Pirates[2],Pirate Officer[3],Grand Line(On a boat),Alive,45[4],February 28th[4],,,,,,Totto Land,
Charlotte Anglaise,Chapter 845;Episode 809[1],Charlotte Family;[1]Big Mom Pirates[2],,,Alive,14[2],October 19th[3],,,,,,,
Charlotte Basans[1],Chapter 862;Episode 832[2],Charlotte Family;[3]Big Mom Pirates[2],PirateOfficer[4],,Alive,34[3],,,,,,,,
Charlotte Bassquarte (Viz);Charlotte Basskarte (WT100)[1],Chapter 860;Episode 830[2],Charlotte Family;Big Mom Pirates[3],PirateOfficer[4],,Alive,42[5],January 23rd[6],,,,,,,
Charlotte Bavarois,Chapter 888;Episode 861[1],Charlotte Family;[2]Big Mom Pirates,PirateOfficer[3],,Alive,30[4],October 29th[4],,,,,,,
Charlotte Brownie,Chapter 845;Episode 809[1],Charlotte Family;Big Mom Pirates[2],Officer[3],,Alive,24[4],,,,,,,,
Charlotte Broye,Chapter 864;Episode 832[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer;[2]Ministerof Meringue[3],Grand Line(At a random port)[4],Alive,43[5],March 6th[5]December 26th (SBS)[6],,,,,,Milenge Island[3],
Charlotte Brulee,Chapter 831;Episode 791[1],Charlotte Family;[2]Big Mom Pirates[3],Pirate Officer[3],Grand Line(At a random port)[4],Alive,43[6],March 6th[7],"350 cm (11'6"")[4]",,S[4],Mirror-Mirror Fruit,Paramecia,Whole Cake Island;[2]Mirro-World[5],
Charlotte Cabaletta,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer[3],,Alive,46[4],September 29th[5],,,,,,,
Charlotte Cadenza,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer[3],,Alive,46[4],September 29th[5],,,,,,,
Charlotte Chiboust,Chapter 894;Episode 869[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer;[2]Ministerof Mix[3],,Alive,27[3],,,,,,,Sanshoku Island[3],
Charlotte Chiffon,Chapter 825;Episode 783[1],Fire Tank Pirates;Charlotte Family(defected)[2],Cook;Ministerof Puff[3](former),Grand Line(Totto Land)[4],Alive,26[7],January 27th[5][6],"215 cm (7'1"")[4]",,F[4],,,Funwari Island(former)[3],
Charlotte Cinnamon,Chapter 860;Episode 830[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer[2],Grand Line(Totto Land),Alive,35[3],October 12th[3][4],,,,,,,
Charlotte Citron,Chapter 861;Episode 833[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer;[2]Ministerof Eggs[3],Grand Line(Totto Land),Alive,35[4],October 12th[4][5],,,,,,Kimi Island[3],
Charlotte Compo,Chapter 864;Episode 834[1],Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer;[3]Ministerof Pie[4],,Alive,39[4],,,,,,,Piepie Island[4],
Charlotte Compote,Chapter 860;Episode 830[1],Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer;[3]Ministerof Fruits[2],,Alive,49[4],October 15th[5],,,,,,Fruits Island[2],
Charlotte Cornstarch[1],Chapter 865;Episode 841[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer;[3]Ministerof Love,,Alive,40[5],December 16th[5],,,,,,Loving Island[4],
Charlotte Counter[1],Chapter 845;Episode 809[2],Charlotte Family;[3]Big Mom Pirates[2],PirateOfficer[4],,Alive,46[5],September 29th[6],,,,,,,
Charlotte Cracker,Chapter 835;[1]Episode 796[2],Charlotte Family;Big Mom Pirates[3],Sweet Commander;Ministerof Biscuit[3],Grand Line(On a boat)[8],Alive,45[6],February 28th[7],"307 cm (10'1"")[6]",,X[8],Bis-Bis Fruit,Paramecia,Biscuits Island[3],"860,000,000[4]"
Charlotte Custard,"Chapter 862;Episode 831(fantasy),Episode 832[1][2]",Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer[4],Grand Line(On a boat),Alive,45[5],February 28th[5],,,,,,Totto Land,
Charlotte Dacquoise,Chapter 854;Episode 822[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer;[3]Ministerof Jam[4],,Alive,32[2],,,,,,,Jam Island[4],
Charlotte Daifuku,Chapter 861;Episode 826[1],Charlotte Family;[1]Big Mom Pirates[2],PirateOfficer;[2]Ministerof Beans[3],Grand Line(On a boat)[6],Alive,48[4],November 25th[5],"489 cm (16'0"")[4]",,X[6],Puff-Puff Fruit,Paramecia,Poripori Island[3][4],"300,000,000[6]"
Charlotte De-Chat[1],Chapter 845;Episode 809[2],Charlotte Family[2],,,Alive,11[3],,,,,,,,
Charlotte Dolce and Dragée (Viz);Charlotte Dolce and Dragee (WT100)[1],Chapter 845;Episode 809[2],Charlotte Family;[2]Big Mom Pirates[3],,,Alive,9[3],February 21st[4],,,,,,,
Charlotte Dosmarche,Chapter 861;[1]Episode 832[2],Charlotte Family;Big Mom Pirates[1],PirateOfficer;[3]Ministerof Tea[4],,Alive,42[4],January 23rd[4],,,,,,Black Island[4],
Charlotte Dolce and Dragée (Viz);Charlotte Dolce and Dragee (WT100)[1],Chapter 845;Episode 809[2],Charlotte Family;[2]Big Mom Pirates[3],,,Alive,9[3],February 21st[4],,,,,,,
Charlotte Effiler;Charlotte Effilee (WT100)[1],"Chapter 864;Episode 831(fantasy),Episode 834[2]",Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,47[4],December 10th[4],,,,,,,
Charlotte Flampe,Chapter 891;Episode 865[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer;[2]Minister of Honey;[3]Special Attack Unit Captain; Katakuri Fan Club President[1],Grand Line(Totto Land)[4],Alive,15[1],February 11th[5],"170 cm (5'7"")[4]",,S[4],,,Rokumitsu Island[3],
Charlotte Fuyumeg,Chapter 894;Episode 869[1],Charlotte Family(Charlotte Decuplets);Big Mom Pirates[1],Pirate;[1]Officer[2],,Alive,18[3],December 2nd[4],,,,,,,
Charlotte Gala,SBS Volume 85(mentioned)[1],Charlotte Family[1],,,Alive,46[3],September 29th[2],,,,,,,
Charlotte Galette,Chapter 829;Episode 789[1],Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer;[4]Ministerof Butter[2],,Alive,31[6],October 19th[7],,,,Butter-Butter Fruit,Paramecia,Margarine Island[5],
Charlotte Hachee[1],Chapter 871[2],Charlotte Family;Big Mom Pirates[3],PirateOfficer[4],,Alive,47[5],December 10th[5],,,,,,,
Charlotte Harumeg,Chapter 894;Episode 869[1],Charlotte Family(Charlotte Decuplets);Big Mom Pirates[1],Pirate;[1]Officer[2],,Alive,18[3],December 2nd[4],,,,,,,
Charlotte High-Fat,Chapter 862;Episode 832[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer[3],,Alive,36[4],,,,,,,,
Charlotte Joconde,Chapter 894;Episode 869[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer[2],,Alive,23[3],,,,,,,,
Charlotte Joscarpone,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates,PirateOfficer[3],,Alive,20[4],February 27th[5],,,,,,,
Charlotte Kanten[1],Chapter 862;[2]Episode 839[3],Charlotte Family;[4]Big Mom Pirates[3],PirateOfficer;[5]Ministerof Agar[6],,Alive,28[6],,,,,,,Jelly Island[6],
Charlotte Katakuri,Chapter 860;[1]Episode 825[2],Charlotte Family;[3]Big Mom Pirates[4],Sweet Commander;[4]Ministerof Flour[5],Grand Line(On a boat)[6],Alive,48[5],November 25th[7],"509 cm (16'8½"")[5]",,XF[6],Mochi-Mochi Fruit,Special Paramecia,Komugi Island[5],"1,057,000,000[3]"
Kato (Funimation subs);Fructose (VIZ);Charlotte Kato (WT100)[1],Chapter 854;Episode 822[2],Charlotte Family;[3]Big Mom Pirates[2],Pirate Officer;[4]Ministerof Seeds[5],,Alive,28[3],,,,,,,Tanega Island[5],
Charlotte Laurin,Chapter 864;Episode 834[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer[3],,Alive,39[2],,,,,,,,
Charlotte Linlin,Chapter 651;Episode 571[1],Big Mom Pirates;[1]Rocks Pirates(former);[2]Four Emperors(former);[3][4]Charlotte Family[5],Pirate Captain;[1]Emperor(former);[3][4]QueenofTotto Land[6],Grand Line[17],Unknown,68[9],February 15th[8],"880 cm (28'10"")[10]",,X[17],Soul-Soul Fruit,Paramecia,Whole Cake Island;[1]Elbaph(former)[7],"4,388,000,000[11]500,000,000[12]50,000,000[12]"
Charlotte Lola,Chapter 476;Episode 370[1],Rolling Pirates;Charlotte Family;[2]Thriller Bark Victim's Association(former),Pirate Captain;Ministerof Chocolate (former)[3],Grand Line(Totto Land)[5],Alive,24 (debut)26 (after timeskip)[6],January 27th (Proposal Day)[4],"215 cm (7'0½"")[5]",,F[5],,,Cacao Island(former)[3],"24,000,000[5]"
Charlotte Maple[1],Chapter 897[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,25[4],November 17th[4],,,,,,,
Charlotte Marble,Chapter 894;Episode 869[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer[2],,Alive,25[3],November 17th[4],,,,,,,
Charlotte Marnier[1],Chapter 861;Episode 834[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer;[3]Ministerof Yeast[4],,Alive,37[5],December 20th[6],,,,,,Kibo Island[4],
Charlotte Mascarpone,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates,PirateOfficer;[3]Ministerof Tableware[4],,Alive,20[4],February 27th[5],,,,,,Cutlery Island[4],
Charlotte Mash[1],"Chapter 865;Episode 831(fantasy),Episode 834[2]",Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,40[4],December 16th[4],,,,,,,
Charlotte Melise[1],Chapter 854[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,33[4],,,,,,,,
Charlotte Mobile,Chapter 862;Episode 832[1],Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer;[4]Ministerof Tasting[2],,Alive,25[2],November 17th[2],,,,,,Futoru Island[2],
Charlotte Monder;Charlotte Mondee (WT100)[1],Chapter 854;Episode 822[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,47[4],December 10th[5],,,,,,,
Charlotte Montd'Or (Viz)Charlotte Mont-d'Or (WT100)[1],Chapter 829;Episode 789[2],Charlotte Family;[3]Big Mom Pirates[4],PirateOfficer;[5]Ministerof Cheese[3],Grand Line(On a boat)[7],Alive,38[6],April 23rd (World Book Day)[8],"260 cm (8'6"")[7]",,X[7],Book-Book Fruit,Paramecia,Cheese Island[3],"120,000,000[7]"
Charlotte Montb[1],"Chapter 897,Episode 873[2]",Charlotte Family;[3]Big Mom Pirates[2],PirateOfficer[4],,Alive,28[3],,,,,,,,
Charlotte Moscato,Chapter 829;Episode 788[1],Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer;[4]Ministerof Gelato[2],,Alive,40[5](80 from spent lifespan),December 16th[6],,,,,,Ice Island[5],
Charlotte Mozart[1],"Chapter 862;Episode 831(fantasy),Episode 832[2]",Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,37[4],December 20th[4],,,,,,,
Charlotte Myukuru,Chapter 845;Episode 809[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer[2],,Alive,25[3],November 17th[4],,,,,,,
Decuplets,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates[1],Pirates;[1]Officers[3],,Alive,18[4],December 2nd[5],,,,,,,
Decuplets,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates[1],Pirates;[1]Officers[3],,Alive,18[4],December 2nd[5],,,,,,,
Decuplets,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates[1],Pirates;[1]Officers[3],,Alive,18[4],December 2nd[5],,,,,,,
Decuplets,Chapter 845;Episode 809[1],Charlotte Family;[2]Big Mom Pirates[1],Pirates;[1]Officers[3],,Alive,18[4],December 2nd[5],,,,,,,
Charlotte Newshi[1],Chapter 854;Episode 822[2],Charlotte Family(Charlotte Decuplets);[3]Big Mom Pirates[2],Pirate;[2]Officer[4],,Alive,18[5],December 2nd[6],,,,Pile-Pile Fruit[7],Paramecia,,
Charlotte Noisette,Chapter 862;Episode 832[1],Charlotte Family;Big Mom Pirates[2],PirateOfficer;[3]Ministerof Finance[4],,Alive,41[5],December 15th[5][6],,,,,,Kinko Island[4],
Charlotte Normande[1],Chapter 845;Episode 809[2],Charlotte Family[2],,,Alive,10[3],,,,,,,,
Charlotte Nougat[1],Chapter 894;Episode 869[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,17[4],,,,,,,,
Charlotte Nusstorte,Chapter 854;Episode 822[1],Charlotte Family;[2]Big Mom Pirates[1],PirateOfficer;[3]Ministerof Transport[4],,Alive,42[4],January 23rd[5],,,,,,Package Island[4],
Charlotte Nutmeg,Chapter 894;Episode 869[1],Charlotte Family(Charlotte Decuplets);Big Mom Pirates[1],Pirate;[1]Officer[2],,Alive,18[3],December 2nd[4],,,,,,,
Charlotte Opera,Chapter 829;Episode 789[1],Charlotte Family;[2]Big Mom Pirates[3],PirateOfficer;[4]Ministerof Whipped Cream[2],,Unknown,46[5],September 29th[6],,,,Cream-Cream Fruit,Paramecia,Noko Island[5],
Charlotte Oven,Chapter 861;[1]Episode 827[2],Charlotte Family;[1]Big Mom Pirates[3],PirateOfficer;[3]Ministerof Browned Food[4],Grand Line(On a boat)[5],Alive,48[6],November 25th[7],"492 cm (16'2"")[6]",,F[5],Heat-Heat Fruit,Paramecia,Yakigashi Island[6],"300,000,000[5]"
Charlotte Panna[1],Chapter 897[2],Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],,Alive,21[4],,,,,,,,
Charlotte Perospero (Viz); Charlotte Perosperaw (WT100)[1],Chapter 834;Episode 795[2],Charlotte Family;[3]Big Mom Pirates[4],PirateOfficer;[4]Minister of Candy[3],Grand Line(At a random port)[5],Alive,50[7],March 14th[8],"333 cm (10'11"")[7]",,X[5],Lick-Lick Fruit,Paramecia,Candy Island[3],"700,000,000[6]"
Charlotte Poire,Chapter 860;Episode 830[1],Charlotte Family;Big Mom Pirates[1],PirateOfficer[2],,Alive,31[3],October 19th[4],,,,,,,
Charlotte Praline,Chapter 830;Episode 790[1],Sun Pirates;Charlotte Family(defected)[1],Ministerof Design (former)[2];Pirate[1],Grand Line(Totto Land)[5],Alive,29[4],July 22nd[3],"800 cm (26'3"")[5]",,S (RH-)[5],,,Unique Island(former)[2],
Charlotte Prim[1],"Chapter 896,Episode 871[2]",Charlotte Family;Big Mom Pirates[2],PirateOfficer[3],Grand Line(Totto Land)[5],Alive,29[4],July 22nd[4],,,,,,,
